turn,card1,card2,chooser,metric,value1,value2,div1,div2,winner
1,25;caragiale-a-lost-letter;17;3;0.73;0.91;1.28;15,32;beckett-waiting-for-godot;5;2;0.8;0.87;1.2;4,1,averagePathLength,1.28,1.2,0.46875000000000067,0.5487500000000007,2
2,5;marlowe-doctor-faustus-quarto-of-1616;46;4;0.16;0.91;1.91;42,17;pushkin-boris-godunov;79;6;0.11;0.92;3.03;29,2,size,46.0,79.0,8.78125,41.78125,2
3,15;inchbald-lovers-vows;15;3;0.54;0.85;1.53;12,10;moliere-the-miser;13;2;0.62;0.83;1.39;12,2,averagePathLength,1.53,1.39,0.21875000000000067,0.3587500000000008,2
4,23;kivi-heath-cobblers;25;4;0.39;0.85;1.71;21,13;goethe-gotz-von-berlichingen-with-the-iron-hand;79;5;0.09;0.87;2.49;46,2,size,25.0,79.0,-12.21875,41.78125,2
5,9;racine-andromaque;8;3;0.43;0.64;1.79;5,19;hugo-hernani-or-castilian-honour;30;3;0.29;0.89;1.92;24,2,averageClustering,0.64,0.89,-0.1990624999999998,0.05093750000000019,2
6,2;sophocles-antigone;9;3;0.44;0.78;1.58;7,18;mitford-rienzi;34;2;0.31;0.87;1.69;33,2,maxDegree,7.0,33.0,-18.53125,7.46875,2
7,20;grabbe-napoleon-or-the-hundred-days;259;6;0.09;0.96;2.83;106,21;gogol-the-government-inspector;30;3;0.5;0.88;1.52;26,2,maxDegree,106.0,26.0,80.46875,0.46875,1
8,12;goldoni-the-servant-of-two-masters;13;3;0.59;0.87;1.42;11,16;goethe-faust-part-one;115;3;0.2;0.98;1.7;67,1,averagePathLength,1.42,1.7,0.32875000000000076,0.04875000000000074,1
9,31;brecht-mother-courage-and-her-children;35;3;0.24;0.89;1.95;30,11;behn-the-rover-parts-one-and-two;43;3;0.38;0.84;1.62;41,1,maxDegree,30.0,41.0,4.46875,15.46875,2
10,30;chekhov-the-cherry-orchard;14;2;0.73;0.86;1.28;12,3;euripides-electra;9;2;0.5;0.8;1.5;8,2,averagePathLength,1.28,1.5,0.46875000000000067,0.2487500000000007,1
11,29;schnitzler-la-ronde;11;5;0.22;0.15;2.81;3,4;aristophanes-the-frogs;16;3;0.29;0.82;1.78;14,1,diameter,5.0,3.0,1.875,-0.125,1
12,6;shakespeare-hamlet;34;3;0.34;0.86;1.7;30,14;tieck-puss-in-boots;48;3;0.45;0.87;1.61;43,1,maxDegree,30.0,43.0,4.46875,17.46875,2
13,24;ibsen-a-dolls-house;9;2;0.44;0.81;1.56;8,1;aeschylus-the-persians;6;2;0.53;0.76;1.47;5,2,averagePathLength,1.56,1.47,0.18875000000000064,0.2787500000000007,2
14,8;barca-life-is-a-dream;18;3;0.4;0.84;1.66;14,22;madach-the-tragedy-of-man;103;3;0.23;0.97;1.78;99,2,maxDegree,14.0,99.0,-11.53125,73.46875,2
15,28;galdos-electra;15;3;0.53;0.85;1.48;13,27;strindberg-miss-julie;3;1;1;1;1;2,2,averagePathLength,1.48,1.0,0.2687500000000007,0.7487500000000007,2
