turn,card1,card2,chooser,metric,value1,value2,div1,div2,winner
1,16;goethe-faust-part-one;115;3;0.2;0.98;1.7;67,17;pushkin-boris-godunov;79;6;0.11;0.92;3.03;29,1,size,115.0,79.0,77.78125,41.78125,1
2,28;galdos-electra;15;3;0.53;0.85;1.48;13,7;jonson-volpone-or-the-fox;26;3;0.5;0.86;1.66;21,1,averagePathLength,1.48,1.66,0.2687500000000007,0.08875000000000077,1
3,24;ibsen-a-dolls-house;9;2;0.44;0.81;1.56;8,6;shakespeare-hamlet;34;3;0.34;0.86;1.7;30,1,averagePathLength,1.56,1.7,0.18875000000000064,0.04875000000000074,1
4,12;goldoni-the-servant-of-two-masters;13;3;0.59;0.87;1.42;11,21;gogol-the-government-inspector;30;3;0.5;0.88;1.52;26,1,averagePathLength,1.42,1.52,0.32875000000000076,0.22875000000000068,1
5,9;racine-andromaque;8;3;0.43;0.64;1.79;5,14;tieck-puss-in-boots;48;3;0.45;0.87;1.61;43,1,density,0.43,0.45,0.013749999999999929,0.03374999999999995,2
6,32;beckett-waiting-for-godot;5;2;0.8;0.87;1.2;4,27;strindberg-miss-julie;3;1;1;1;1;2,2,averagePathLength,1.2,1.0,0.5487500000000007,0.7487500000000007,2
7,2;sophocles-antigone;9;3;0.44;0.78;1.58;7,8;barca-life-is-a-dream;18;3;0.4;0.84;1.66;14,2,averagePathLength,1.58,1.66,0.16875000000000062,0.08875000000000077,1
8,22;madach-the-tragedy-of-man;103;3;0.23;0.97;1.78;99,15;inchbald-lovers-vows;15;3;0.54;0.85;1.53;12,1,maxDegree,99.0,12.0,73.46875,-13.53125,1
9,29;schnitzler-la-ronde;11;5;0.22;0.15;2.81;3,4;aristophanes-the-frogs;16;3;0.29;0.82;1.78;14,1,diameter,5.0,3.0,1.875,-0.125,1
10,3;euripides-electra;9;2;0.5;0.8;1.5;8,18;mitford-rienzi;34;2;0.31;0.87;1.69;33,1,averagePathLength,1.5,1.69,0.2487500000000007,0.058750000000000746,1
11,1;aeschylus-the-persians;6;2;0.53;0.76;1.47;5,25;caragiale-a-lost-letter;17;3;0.73;0.91;1.28;15,1,averagePathLength,1.47,1.28,0.2787500000000007,0.46875000000000067,2
12,23;kivi-heath-cobblers;25;4;0.39;0.85;1.71;21,31;brecht-mother-courage-and-her-children;35;3;0.24;0.89;1.95;30,2,maxDegree,21.0,30.0,-4.53125,4.46875,2
13,20;grabbe-napoleon-or-the-hundred-days;259;6;0.09;0.96;2.83;106,19;hugo-hernani-or-castilian-honour;30;3;0.29;0.89;1.92;24,2,averageClustering,0.96,0.89,0.12093750000000014,0.05093750000000019,1
14,10;moliere-the-miser;13;2;0.62;0.83;1.39;12,13;goethe-gotz-von-berlichingen-with-the-iron-hand;79;5;0.09;0.87;2.49;46,1,averagePathLength,1.39,2.49,0.3587500000000008,-0.7412499999999995,1
