turn,card1,card2,chooser,metric,value1,value2,div1,div2,winner
1,12;goldoni-the-servant-of-two-masters;13;3;0.59;0.87;1.42;11,23;kivi-heath-cobblers;25;4;0.39;0.85;1.71;21,1,averagePathLength,1.42,1.71,0.32875000000000076,0.03875000000000073,1
2,8;barca-life-is-a-dream;18;3;0.4;0.84;1.66;14,22;madach-the-tragedy-of-man;103;3;0.23;0.97;1.78;99,1,averagePathLength,1.66,1.78,0.08875000000000077,-0.031249999999999334,1
3,16;goethe-faust-part-one;115;3;0.2;0.98;1.7;67,20;grabbe-napoleon-or-the-hundred-days;259;6;0.09;0.96;2.83;106,1,size,115.0,259.0,77.78125,221.78125,2
4,27;strindberg-miss-julie;3;1;1;1;1;2,25;caragiale-a-lost-letter;17;3;0.73;0.91;1.28;15,2,averagePathLength,1.0,1.28,0.7487500000000007,0.46875000000000067,1
5,11;behn-the-rover-parts-one-and-two;43;3;0.38;0.84;1.62;41,10;moliere-the-miser;13;2;0.62;0.83;1.39;12,1,maxDegree,41.0,12.0,15.46875,-13.53125,1
6,17;pushkin-boris-godunov;79;6;0.11;0.92;3.03;29,3;euripides-electra;9;2;0.5;0.8;1.5;8,1,size,79.0,9.0,41.78125,-28.21875,1
7,31;brecht-mother-courage-and-her-children;35;3;0.24;0.89;1.95;30,15;inchbald-lovers-vows;15;3;0.54;0.85;1.53;12,1,maxDegree,30.0,12.0,4.46875,-13.53125,1
8,18;mitford-rienzi;34;2;0.31;0.87;1.69;33,9;racine-andromaque;8;3;0.43;0.64;1.79;5,1,maxDegree,33.0,5.0,7.46875,-20.53125,1
9,24;ibsen-a-dolls-house;9;2;0.44;0.81;1.56;8,28;galdos-electra;15;3;0.53;0.85;1.48;13,1,averagePathLength,1.56,1.48,0.18875000000000064,0.2687500000000007,2
10,19;hugo-hernani-or-castilian-honour;30;3;0.29;0.89;1.92;24,30;chekhov-the-cherry-orchard;14;2;0.73;0.86;1.28;12,2,averagePathLength,1.92,1.28,-0.17124999999999924,0.46875000000000067,2
11,13;goethe-gotz-von-berlichingen-with-the-iron-hand;79;5;0.09;0.87;2.49;46,4;aristophanes-the-frogs;16;3;0.29;0.82;1.78;14,2,averageClustering,0.87,0.82,0.030937500000000173,-0.01906249999999987,1
12,14;tieck-puss-in-boots;48;3;0.45;0.87;1.61;43,7;jonson-volpone-or-the-fox;26;3;0.5;0.86;1.66;21,1,maxDegree,43.0,21.0,17.46875,-4.53125,1
13,29;schnitzler-la-ronde;11;5;0.22;0.15;2.81;3,5;marlowe-doctor-faustus-quarto-of-1616;46;4;0.16;0.91;1.91;42,1,diameter,5.0,4.0,1.875,0.875,1
14,1;aeschylus-the-persians;6;2;0.53;0.76;1.47;5,6;shakespeare-hamlet;34;3;0.34;0.86;1.7;30,1,averagePathLength,1.47,1.7,0.2787500000000007,0.04875000000000074,1
15,2;sophocles-antigone;9;3;0.44;0.78;1.58;7,21;gogol-the-government-inspector;30;3;0.5;0.88;1.52;26,1,averagePathLength,1.58,1.52,0.16875000000000062,0.22875000000000068,2
16,26;tolstoy-the-power-of-darkness;24;4;0.25;0.79;2.11;14,32;beckett-waiting-for-godot;5;2;0.8;0.87;1.2;4,2,averagePathLength,2.11,1.2,-0.3612499999999992,0.5487500000000007,2
17,12;goldoni-the-servant-of-two-masters;13;3;0.59;0.87;1.42;11,16;goethe-faust-part-one;115;3;0.2;0.98;1.7;67,2,size,13.0,115.0,-24.21875,77.78125,2
18,23;kivi-heath-cobblers;25;4;0.39;0.85;1.71;21,20;grabbe-napoleon-or-the-hundred-days;259;6;0.09;0.96;2.83;106,2,size,25.0,259.0,-12.21875,221.78125,2
19,8;barca-life-is-a-dream;18;3;0.4;0.84;1.66;14,24;ibsen-a-dolls-house;9;2;0.44;0.81;1.56;8,2,averagePathLength,1.66,1.56,0.08875000000000077,0.18875000000000064,2
20,22;madach-the-tragedy-of-man;103;3;0.23;0.97;1.78;99,28;galdos-electra;15;3;0.53;0.85;1.48;13,2,averagePathLength,1.78,1.48,-0.031249999999999334,0.2687500000000007,2
21,27;strindberg-miss-julie;3;1;1;1;1;2,19;hugo-hernani-or-castilian-honour;30;3;0.29;0.89;1.92;24,2,averageClustering,1.0,0.89,0.16093750000000018,0.05093750000000019,1
22,25;caragiale-a-lost-letter;17;3;0.73;0.91;1.28;15,30;chekhov-the-cherry-orchard;14;2;0.73;0.86;1.28;12,1,averagePathLength,1.28,1.28,0.46875000000000067,0.46875000000000067,0
23,10;moliere-the-miser;13;2;0.62;0.83;1.39;12,21;gogol-the-government-inspector;30;3;0.5;0.88;1.52;26,1,averagePathLength,1.39,1.52,0.3587500000000008,0.22875000000000068,1
24,17;pushkin-boris-godunov;79;6;0.11;0.92;3.03;29,26;tolstoy-the-power-of-darkness;24;4;0.25;0.79;2.11;14,1,size,79.0,24.0,41.78125,-13.21875,1
25,3;euripides-electra;9;2;0.5;0.8;1.5;8,32;beckett-waiting-for-godot;5;2;0.8;0.87;1.2;4,1,averagePathLength,1.5,1.2,0.2487500000000007,0.5487500000000007,2
26,31;brecht-mother-courage-and-her-children;35;3;0.24;0.89;1.95;30,12;goldoni-the-servant-of-two-masters;13;3;0.59;0.87;1.42;11,2,averagePathLength,1.95,1.42,-0.20124999999999926,0.32875000000000076,2
27,15;inchbald-lovers-vows;15;3;0.54;0.85;1.53;12,16;goethe-faust-part-one;115;3;0.2;0.98;1.7;67,2,size,15.0,115.0,-22.21875,77.78125,2
28,18;mitford-rienzi;34;2;0.31;0.87;1.69;33,23;kivi-heath-cobblers;25;4;0.39;0.85;1.71;21,2,diameter,2.0,4.0,-1.125,0.875,2
29,9;racine-andromaque;8;3;0.43;0.64;1.79;5,20;grabbe-napoleon-or-the-hundred-days;259;6;0.09;0.96;2.83;106,2,size,8.0,259.0,-29.21875,221.78125,2
30,13;goethe-gotz-von-berlichingen-with-the-iron-hand;79;5;0.09;0.87;2.49;46,8;barca-life-is-a-dream;18;3;0.4;0.84;1.66;14,2,averagePathLength,2.49,1.66,-0.7412499999999995,0.08875000000000077,2
31,4;aristophanes-the-frogs;16;3;0.29;0.82;1.78;14,24;ibsen-a-dolls-house;9;2;0.44;0.81;1.56;8,2,averagePathLength,1.78,1.56,-0.031249999999999334,0.18875000000000064,2
32,14;tieck-puss-in-boots;48;3;0.45;0.87;1.61;43,22;madach-the-tragedy-of-man;103;3;0.23;0.97;1.78;99,2,maxDegree,43.0,99.0,17.46875,73.46875,2
33,7;jonson-volpone-or-the-fox;26;3;0.5;0.86;1.66;21,28;galdos-electra;15;3;0.53;0.85;1.48;13,2,averagePathLength,1.66,1.48,0.08875000000000077,0.2687500000000007,2
34,29;schnitzler-la-ronde;11;5;0.22;0.15;2.81;3,3;euripides-electra;9;2;0.5;0.8;1.5;8,2,averagePathLength,2.81,1.5,-1.0612499999999994,0.2487500000000007,2
35,5;marlowe-doctor-faustus-quarto-of-1616;46;4;0.16;0.91;1.91;42,32;beckett-waiting-for-godot;5;2;0.8;0.87;1.2;4,2,averagePathLength,1.91,1.2,-0.16124999999999923,0.5487500000000007,2
36,1;aeschylus-the-persians;6;2;0.53;0.76;1.47;5,31;brecht-mother-courage-and-her-children;35;3;0.24;0.89;1.95;30,2,maxDegree,5.0,30.0,-20.53125,4.46875,2
37,6;shakespeare-hamlet;34;3;0.34;0.86;1.7;30,12;goldoni-the-servant-of-two-masters;13;3;0.59;0.87;1.42;11,2,averagePathLength,1.7,1.42,0.04875000000000074,0.32875000000000076,2
38,27;strindberg-miss-julie;3;1;1;1;1;2,15;inchbald-lovers-vows;15;3;0.54;0.85;1.53;12,2,averagePathLength,1.0,1.53,0.7487500000000007,0.21875000000000067,1
39,19;hugo-hernani-or-castilian-honour;30;3;0.29;0.89;1.92;24,16;goethe-faust-part-one;115;3;0.2;0.98;1.7;67,1,averageClustering,0.89,0.98,0.05093750000000019,0.14093750000000016,2
40,25;caragiale-a-lost-letter;17;3;0.73;0.91;1.28;15,18;mitford-rienzi;34;2;0.31;0.87;1.69;33,2,maxDegree,15.0,33.0,-10.53125,7.46875,2
41,30;chekhov-the-cherry-orchard;14;2;0.73;0.86;1.28;12,23;kivi-heath-cobblers;25;4;0.39;0.85;1.71;21,2,diameter,2.0,4.0,-1.125,0.875,2
42,11;behn-the-rover-parts-one-and-two;43;3;0.38;0.84;1.62;41,9;racine-andromaque;8;3;0.43;0.64;1.79;5,2,density,0.38,0.43,-0.03625000000000006,0.013749999999999929,2
43,2;sophocles-antigone;9;3;0.44;0.78;1.58;7,20;grabbe-napoleon-or-the-hundred-days;259;6;0.09;0.96;2.83;106,2,size,9.0,259.0,-28.21875,221.78125,2
44,10;moliere-the-miser;13;2;0.62;0.83;1.39;12,13;goethe-gotz-von-berlichingen-with-the-iron-hand;79;5;0.09;0.87;2.49;46,2,size,13.0,79.0,-24.21875,41.78125,2
