turn,card1,card2,chooser,metric,value1,value2,div1,div2,winner
1,14;tieck-puss-in-boots;48;3;0.45;0.87;1.61;43,18;mitford-rienzi;34;2;0.31;0.87;1.69;33,1,maxDegree,43.0,33.0,17.46875,7.46875,1
2,1;aeschylus-the-persians;6;2;0.53;0.76;1.47;5,11;behn-the-rover-parts-one-and-two;43;3;0.38;0.84;1.62;41,1,averagePathLength,1.47,1.62,0.2787500000000007,0.1287500000000006,1
3,9;racine-andromaque;8;3;0.43;0.64;1.79;5,16;goethe-faust-part-one;115;3;0.2;0.98;1.7;67,1,density,0.43,0.2,0.013749999999999929,-0.21625000000000005,1
4,29;schnitzler-la-ronde;11;5;0.22;0.15;2.81;3,2;sophocles-antigone;9;3;0.44;0.78;1.58;7,1,diameter,5.0,3.0,1.875,-0.125,1
5,15;inchbald-lovers-vows;15;3;0.54;0.85;1.53;12,13;goethe-gotz-von-berlichingen-with-the-iron-hand;79;5;0.09;0.87;2.49;46,1,averagePathLength,1.53,2.49,0.21875000000000067,-0.7412499999999995,1
6,17;pushkin-boris-godunov;79;6;0.11;0.92;3.03;29,4;aristophanes-the-frogs;16;3;0.29;0.82;1.78;14,1,size,79.0,16.0,41.78125,-21.21875,1
7,31;brecht-mother-courage-and-her-children;35;3;0.24;0.89;1.95;30,21;gogol-the-government-inspector;30;3;0.5;0.88;1.52;26,1,maxDegree,30.0,26.0,4.46875,0.46875,1
8,3;euripides-electra;9;2;0.5;0.8;1.5;8,28;galdos-electra;15;3;0.53;0.85;1.48;13,1,averagePathLength,1.5,1.48,0.2487500000000007,0.2687500000000007,2
9,8;barca-life-is-a-dream;18;3;0.4;0.84;1.66;14,30;chekhov-the-cherry-orchard;14;2;0.73;0.86;1.28;12,2,averagePathLength,1.66,1.28,0.08875000000000077,0.46875000000000067,2
10,23;kivi-heath-cobblers;25;4;0.39;0.85;1.71;21,20;grabbe-napoleon-or-the-hundred-days;259;6;0.09;0.96;2.83;106,2,size,25.0,259.0,-12.21875,221.78125,2
11,10;moliere-the-miser;13;2;0.62;0.83;1.39;12,12;goldoni-the-servant-of-two-masters;13;3;0.59;0.87;1.42;11,2,averagePathLength,1.39,1.42,0.3587500000000008,0.32875000000000076,1
12,6;shakespeare-hamlet;34;3;0.34;0.86;1.7;30,25;caragiale-a-lost-letter;17;3;0.73;0.91;1.28;15,1,maxDegree,30.0,15.0,4.46875,-10.53125,1
13,5;marlowe-doctor-faustus-quarto-of-1616;46;4;0.16;0.91;1.91;42,19;hugo-hernani-or-castilian-honour;30;3;0.29;0.89;1.92;24,1,maxDegree,42.0,24.0,16.46875,-1.53125,1
14,22;madach-the-tragedy-of-man;103;3;0.23;0.97;1.78;99,27;strindberg-miss-julie;3;1;1;1;1;2,1,maxDegree,99.0,2.0,73.46875,-23.53125,1
15,26;tolstoy-the-power-of-darkness;24;4;0.25;0.79;2.11;14,7;jonson-volpone-or-the-fox;26;3;0.5;0.86;1.66;21,1,diameter,4.0,3.0,0.875,-0.125,1
16,24;ibsen-a-dolls-house;9;2;0.44;0.81;1.56;8,32;beckett-waiting-for-godot;5;2;0.8;0.87;1.2;4,1,averagePathLength,1.56,1.2,0.18875000000000064,0.5487500000000007,2
17,14;tieck-puss-in-boots;48;3;0.45;0.87;1.61;43,3;euripides-electra;9;2;0.5;0.8;1.5;8,2,averagePathLength,1.61,1.5,0.1387500000000006,0.2487500000000007,2
18,18;mitford-rienzi;34;2;0.31;0.87;1.69;33,28;galdos-electra;15;3;0.53;0.85;1.48;13,2,averagePathLength,1.69,1.48,0.058750000000000746,0.2687500000000007,2
19,1;aeschylus-the-persians;6;2;0.53;0.76;1.47;5,8;barca-life-is-a-dream;18;3;0.4;0.84;1.66;14,2,averagePathLength,1.47,1.66,0.2787500000000007,0.08875000000000077,1
20,11;behn-the-rover-parts-one-and-two;43;3;0.38;0.84;1.62;41,30;chekhov-the-cherry-orchard;14;2;0.73;0.86;1.28;12,1,maxDegree,41.0,12.0,15.46875,-13.53125,1
21,9;racine-andromaque;8;3;0.43;0.64;1.79;5,23;kivi-heath-cobblers;25;4;0.39;0.85;1.71;21,1,density,0.43,0.39,0.013749999999999929,-0.02625000000000005,1
22,16;goethe-faust-part-one;115;3;0.2;0.98;1.7;67,20;grabbe-napoleon-or-the-hundred-days;259;6;0.09;0.96;2.83;106,1,size,115.0,259.0,77.78125,221.78125,2
23,29;schnitzler-la-ronde;11;5;0.22;0.15;2.81;3,24;ibsen-a-dolls-house;9;2;0.44;0.81;1.56;8,2,averagePathLength,2.81,1.56,-1.0612499999999994,0.18875000000000064,2
24,2;sophocles-antigone;9;3;0.44;0.78;1.58;7,32;beckett-waiting-for-godot;5;2;0.8;0.87;1.2;4,2,averagePathLength,1.58,1.2,0.16875000000000062,0.5487500000000007,2
25,15;inchbald-lovers-vows;15;3;0.54;0.85;1.53;12,14;tieck-puss-in-boots;48;3;0.45;0.87;1.61;43,2,maxDegree,12.0,43.0,-13.53125,17.46875,2
26,13;goethe-gotz-von-berlichingen-with-the-iron-hand;79;5;0.09;0.87;2.49;46,3;euripides-electra;9;2;0.5;0.8;1.5;8,2,averagePathLength,2.49,1.5,-0.7412499999999995,0.2487500000000007,2
27,17;pushkin-boris-godunov;79;6;0.11;0.92;3.03;29,18;mitford-rienzi;34;2;0.31;0.87;1.69;33,2,maxDegree,29.0,33.0,3.46875,7.46875,2
28,4;aristophanes-the-frogs;16;3;0.29;0.82;1.78;14,28;galdos-electra;15;3;0.53;0.85;1.48;13,2,averagePathLength,1.78,1.48,-0.031249999999999334,0.2687500000000007,2
29,31;brecht-mother-courage-and-her-children;35;3;0.24;0.89;1.95;30,16;goethe-faust-part-one;115;3;0.2;0.98;1.7;67,2,size,35.0,115.0,-2.21875,77.78125,2
30,21;gogol-the-government-inspector;30;3;0.5;0.88;1.52;26,20;grabbe-napoleon-or-the-hundred-days;259;6;0.09;0.96;2.83;106,2,size,30.0,259.0,-7.21875,221.78125,2
31,10;moliere-the-miser;13;2;0.62;0.83;1.39;12,29;schnitzler-la-ronde;11;5;0.22;0.15;2.81;3,2,diameter,2.0,5.0,-1.125,1.875,2
32,12;goldoni-the-servant-of-two-masters;13;3;0.59;0.87;1.42;11,24;ibsen-a-dolls-house;9;2;0.44;0.81;1.56;8,2,averagePathLength,1.42,1.56,0.32875000000000076,0.18875000000000064,1
33,6;shakespeare-hamlet;34;3;0.34;0.86;1.7;30,2;sophocles-antigone;9;3;0.44;0.78;1.58;7,1,maxDegree,30.0,7.0,4.46875,-18.53125,1
34,25;caragiale-a-lost-letter;17;3;0.73;0.91;1.28;15,32;beckett-waiting-for-godot;5;2;0.8;0.87;1.2;4,1,averagePathLength,1.28,1.2,0.46875000000000067,0.5487500000000007,2
35,5;marlowe-doctor-faustus-quarto-of-1616;46;4;0.16;0.91;1.91;42,15;inchbald-lovers-vows;15;3;0.54;0.85;1.53;12,2,averagePathLength,1.91,1.53,-0.16124999999999923,0.21875000000000067,2
