turn,card1,card2,chooser,metric,value1,value2,div1,div2,winner
1,20;grabbe-napoleon-or-the-hundred-days;259;6;0.09;0.96;2.83;106,25;caragiale-a-lost-letter;17;3;0.73;0.91;1.28;15,1,size,259.0,17.0,221.78125,-20.21875,1
2,9;racine-andromaque;8;3;0.43;0.64;1.79;5,10;moliere-the-miser;13;2;0.62;0.83;1.39;12,1,density,0.43,0.62,0.013749999999999929,0.20374999999999993,2
3,12;goldoni-the-servant-of-two-masters;13;3;0.59;0.87;1.42;11,4;aristophanes-the-frogs;16;3;0.29;0.82;1.78;14,2,averageClustering,0.87,0.82,0.030937500000000173,-0.01906249999999987,1
4,19;hugo-hernani-or-castilian-honour;30;3;0.29;0.89;1.92;24,17;pushkin-boris-godunov;79;6;0.11;0.92;3.03;29,1,averageClustering,0.89,0.92,0.05093750000000019,0.08093750000000022,2
5,13;goethe-gotz-von-berlichingen-with-the-iron-hand;79;5;0.09;0.87;2.49;46,11;behn-the-rover-parts-one-and-two;43;3;0.38;0.84;1.62;41,2,maxDegree,46.0,41.0,20.46875,15.46875,1
6,26;tolstoy-the-power-of-darkness;24;4;0.25;0.79;2.11;14,23;kivi-heath-cobblers;25;4;0.39;0.85;1.71;21,1,diameter,4.0,4.0,0.875,0.875,0
7,24;ibsen-a-dolls-house;9;2;0.44;0.81;1.56;8,31;brecht-mother-courage-and-her-children;35;3;0.24;0.89;1.95;30,1,averagePathLength,1.56,1.95,0.18875000000000064,-0.20124999999999926,1
8,1;aeschylus-the-persians;6;2;0.53;0.76;1.47;5,32;beckett-waiting-for-godot;5;2;0.8;0.87;1.2;4,1,averagePathLength,1.47,1.2,0.2787500000000007,0.5487500000000007,2
9,2;sophocles-antigone;9;3;0.44;0.78;1.58;7,8;barca-life-is-a-dream;18;3;0.4;0.84;1.66;14,2,averagePathLength,1.58,1.66,0.16875000000000062,0.08875000000000077,1
10,3;euripides-electra;9;2;0.5;0.8;1.5;8,6;shakespeare-hamlet;34;3;0.34;0.86;1.7;30,1,averagePathLength,1.5,1.7,0.2487500000000007,0.04875000000000074,1
11,27;strindberg-miss-julie;3;1;1;1;1;2,16;goethe-faust-part-one;115;3;0.2;0.98;1.7;67,1,averagePathLength,1.0,1.7,0.7487500000000007,0.04875000000000074,1
12,18;mitford-rienzi;34;2;0.31;0.87;1.69;33,30;chekhov-the-cherry-orchard;14;2;0.73;0.86;1.28;12,1,maxDegree,33.0,12.0,7.46875,-13.53125,1
13,14;tieck-puss-in-boots;48;3;0.45;0.87;1.61;43,7;jonson-volpone-or-the-fox;26;3;0.5;0.86;1.66;21,1,maxDegree,43.0,21.0,17.46875,-4.53125,1
14,5;marlowe-doctor-faustus-quarto-of-1616;46;4;0.16;0.91;1.91;42,28;galdos-electra;15;3;0.53;0.85;1.48;13,1,maxDegree,42.0,13.0,16.46875,-12.53125,1
15,29;schnitzler-la-ronde;11;5;0.22;0.15;2.81;3,21;gogol-the-government-inspector;30;3;0.5;0.88;1.52;26,1,diameter,5.0,3.0,1.875,-0.125,1
16,20;grabbe-napoleon-or-the-hundred-days;259;6;0.09;0.96;2.83;106,9;racine-andromaque;8;3;0.43;0.64;1.79;5,1,size,259.0,8.0,221.78125,-29.21875,1
17,25;caragiale-a-lost-letter;17;3;0.73;0.91;1.28;15,10;moliere-the-miser;13;2;0.62;0.83;1.39;12,1,averagePathLength,1.28,1.39,0.46875000000000067,0.3587500000000008,1
18,12;goldoni-the-servant-of-two-masters;13;3;0.59;0.87;1.42;11,19;hugo-hernani-or-castilian-honour;30;3;0.29;0.89;1.92;24,1,averagePathLength,1.42,1.92,0.32875000000000076,-0.17124999999999924,1
19,4;aristophanes-the-frogs;16;3;0.29;0.82;1.78;14,17;pushkin-boris-godunov;79;6;0.11;0.92;3.03;29,1,averageClustering,0.82,0.92,-0.01906249999999987,0.08093750000000022,2
20,13;goethe-gotz-von-berlichingen-with-the-iron-hand;79;5;0.09;0.87;2.49;46,1;aeschylus-the-persians;6;2;0.53;0.76;1.47;5,2,averagePathLength,2.49,1.47,-0.7412499999999995,0.2787500000000007,2
21,11;behn-the-rover-parts-one-and-two;43;3;0.38;0.84;1.62;41,32;beckett-waiting-for-godot;5;2;0.8;0.87;1.2;4,2,averagePathLength,1.62,1.2,0.1287500000000006,0.5487500000000007,2
22,26;tolstoy-the-power-of-darkness;24;4;0.25;0.79;2.11;14,4;aristophanes-the-frogs;16;3;0.29;0.82;1.78;14,2,averageClustering,0.79,0.82,-0.04906249999999979,-0.01906249999999987,2
23,23;kivi-heath-cobblers;25;4;0.39;0.85;1.71;21,17;pushkin-boris-godunov;79;6;0.11;0.92;3.03;29,2,size,25.0,79.0,-12.21875,41.78125,2
24,22;madach-the-tragedy-of-man;103;3;0.23;0.97;1.78;99,13;goethe-gotz-von-berlichingen-with-the-iron-hand;79;5;0.09;0.87;2.49;46,2,size,103.0,79.0,65.78125,41.78125,1
25,15;inchbald-lovers-vows;15;3;0.54;0.85;1.53;12,1;aeschylus-the-persians;6;2;0.53;0.76;1.47;5,1,averagePathLength,1.53,1.47,0.21875000000000067,0.2787500000000007,2
26,24;ibsen-a-dolls-house;9;2;0.44;0.81;1.56;8,11;behn-the-rover-parts-one-and-two;43;3;0.38;0.84;1.62;41,2,maxDegree,8.0,41.0,-17.53125,15.46875,2
27,31;brecht-mother-courage-and-her-children;35;3;0.24;0.89;1.95;30,32;beckett-waiting-for-godot;5;2;0.8;0.87;1.2;4,2,averagePathLength,1.95,1.2,-0.20124999999999926,0.5487500000000007,2
28,2;sophocles-antigone;9;3;0.44;0.78;1.58;7,26;tolstoy-the-power-of-darkness;24;4;0.25;0.79;2.11;14,2,diameter,3.0,4.0,-0.125,0.875,2
29,8;barca-life-is-a-dream;18;3;0.4;0.84;1.66;14,4;aristophanes-the-frogs;16;3;0.29;0.82;1.78;14,2,averageClustering,0.84,0.82,0.0009375000000001465,-0.01906249999999987,1
30,3;euripides-electra;9;2;0.5;0.8;1.5;8,23;kivi-heath-cobblers;25;4;0.39;0.85;1.71;21,1,averagePathLength,1.5,1.71,0.2487500000000007,0.03875000000000073,1
31,6;shakespeare-hamlet;34;3;0.34;0.86;1.7;30,17;pushkin-boris-godunov;79;6;0.11;0.92;3.03;29,1,maxDegree,30.0,29.0,4.46875,3.46875,1
32,27;strindberg-miss-julie;3;1;1;1;1;2,15;inchbald-lovers-vows;15;3;0.54;0.85;1.53;12,1,averagePathLength,1.0,1.53,0.7487500000000007,0.21875000000000067,1
33,16;goethe-faust-part-one;115;3;0.2;0.98;1.7;67,1;aeschylus-the-persians;6;2;0.53;0.76;1.47;5,1,size,115.0,6.0,77.78125,-31.21875,1
34,18;mitford-rienzi;34;2;0.31;0.87;1.69;33,24;ibsen-a-dolls-house;9;2;0.44;0.81;1.56;8,1,maxDegree,33.0,8.0,7.46875,-17.53125,1
35,30;chekhov-the-cherry-orchard;14;2;0.73;0.86;1.28;12,11;behn-the-rover-parts-one-and-two;43;3;0.38;0.84;1.62;41,1,averagePathLength,1.28,1.62,0.46875000000000067,0.1287500000000006,1
36,14;tieck-puss-in-boots;48;3;0.45;0.87;1.61;43,31;brecht-mother-courage-and-her-children;35;3;0.24;0.89;1.95;30,1,maxDegree,43.0,30.0,17.46875,4.46875,1
37,7;jonson-volpone-or-the-fox;26;3;0.5;0.86;1.66;21,32;beckett-waiting-for-godot;5;2;0.8;0.87;1.2;4,1,averagePathLength,1.66,1.2,0.08875000000000077,0.5487500000000007,2
38,5;marlowe-doctor-faustus-quarto-of-1616;46;4;0.16;0.91;1.91;42,2;sophocles-antigone;9;3;0.44;0.78;1.58;7,2,averagePathLength,1.91,1.58,-0.16124999999999923,0.16875000000000062,2
39,28;galdos-electra;15;3;0.53;0.85;1.48;13,26;tolstoy-the-power-of-darkness;24;4;0.25;0.79;2.11;14,2,diameter,3.0,4.0,-0.125,0.875,2
40,29;schnitzler-la-ronde;11;5;0.22;0.15;2.81;3,7;jonson-volpone-or-the-fox;26;3;0.5;0.86;1.66;21,2,averagePathLength,2.81,1.66,-1.0612499999999994,0.08875000000000077,2
