turn,card1,card2,chooser,metric,value1,value2,div1,div2,winner
1,15;inchbald-lovers-vows;15;3;0.54;0.85;1.53;12,29;schnitzler-la-ronde;11;5;0.22;0.15;2.81;3,1,averagePathLength,1.53,2.81,0.21875000000000067,-1.0612499999999994,1
2,23;kivi-heath-cobblers;25;4;0.39;0.85;1.71;21,25;caragiale-a-lost-letter;17;3;0.73;0.91;1.28;15,1,diameter,4.0,3.0,0.875,-0.125,1
3,10;moliere-the-miser;13;2;0.62;0.83;1.39;12,27;strindberg-miss-julie;3;1;1;1;1;2,1,averagePathLength,1.39,1.0,0.3587500000000008,0.7487500000000007,2
4,1;aeschylus-the-persians;6;2;0.53;0.76;1.47;5,4;aristophanes-the-frogs;16;3;0.29;0.82;1.78;14,2,averageClustering,0.76,0.82,-0.07906249999999981,-0.01906249999999987,2
5,21;gogol-the-government-inspector;30;3;0.5;0.88;1.52;26,32;beckett-waiting-for-godot;5;2;0.8;0.87;1.2;4,2,averagePathLength,1.52,1.2,0.22875000000000068,0.5487500000000007,2
6,14;tieck-puss-in-boots;48;3;0.45;0.87;1.61;43,20;grabbe-napoleon-or-the-hundred-days;259;6;0.09;0.96;2.83;106,2,size,48.0,259.0,10.78125,221.78125,2
7,28;galdos-electra;15;3;0.53;0.85;1.48;13,3;euripides-electra;9;2;0.5;0.8;1.5;8,2,averagePathLength,1.48,1.5,0.2687500000000007,0.2487500000000007,1
8,17;pushkin-boris-godunov;79;6;0.11;0.92;3.03;29,7;jonson-volpone-or-the-fox;26;3;0.5;0.86;1.66;21,1,size,79.0,26.0,41.78125,-11.21875,1
9,6;shakespeare-hamlet;34;3;0.34;0.86;1.7;30,26;tolstoy-the-power-of-darkness;24;4;0.25;0.79;2.11;14,1,maxDegree,30.0,14.0,4.46875,-11.53125,1
10,16;goethe-faust-part-one;115;3;0.2;0.98;1.7;67,30;chekhov-the-cherry-orchard;14;2;0.73;0.86;1.28;12,1,size,115.0,14.0,77.78125,-23.21875,1
11,22;madach-the-tragedy-of-man;103;3;0.23;0.97;1.78;99,11;behn-the-rover-parts-one-and-two;43;3;0.38;0.84;1.62;41,1,maxDegree,99.0,41.0,73.46875,15.46875,1
12,18;mitford-rienzi;34;2;0.31;0.87;1.69;33,31;brecht-mother-courage-and-her-children;35;3;0.24;0.89;1.95;30,1,maxDegree,33.0,30.0,7.46875,4.46875,1
13,2;sophocles-antigone;9;3;0.44;0.78;1.58;7,9;racine-andromaque;8;3;0.43;0.64;1.79;5,1,averagePathLength,1.58,1.79,0.16875000000000062,-0.04124999999999934,1
14,5;marlowe-doctor-faustus-quarto-of-1616;46;4;0.16;0.91;1.91;42,24;ibsen-a-dolls-house;9;2;0.44;0.81;1.56;8,1,maxDegree,42.0,8.0,16.46875,-17.53125,1
