turn,card1,card2,chooser,metric,value1,value2,div1,div2,winner
1,5;marlowe-doctor-faustus-quarto-of-1616;46;4;0.16;0.91;1.91;42,1;aeschylus-the-persians;6;2;0.53;0.76;1.47;5,1,maxDegree,42.0,5.0,16.46875,-20.53125,1
2,27;strindberg-miss-julie;3;1;1;1;1;2,8;barca-life-is-a-dream;18;3;0.4;0.84;1.66;14,1,averagePathLength,1.0,1.66,0.7487500000000007,0.08875000000000077,1
3,15;inchbald-lovers-vows;15;3;0.54;0.85;1.53;12,16;goethe-faust-part-one;115;3;0.2;0.98;1.7;67,1,averagePathLength,1.53,1.7,0.21875000000000067,0.04875000000000074,1
4,6;shakespeare-hamlet;34;3;0.34;0.86;1.7;30,7;jonson-volpone-or-the-fox;26;3;0.5;0.86;1.66;21,1,maxDegree,30.0,21.0,4.46875,-4.53125,1
5,18;mitford-rienzi;34;2;0.31;0.87;1.69;33,29;schnitzler-la-ronde;11;5;0.22;0.15;2.81;3,1,maxDegree,33.0,3.0,7.46875,-22.53125,1
6,3;euripides-electra;9;2;0.5;0.8;1.5;8,25;caragiale-a-lost-letter;17;3;0.73;0.91;1.28;15,1,averagePathLength,1.5,1.28,0.2487500000000007,0.46875000000000067,2
7,32;beckett-waiting-for-godot;5;2;0.8;0.87;1.2;4,10;moliere-the-miser;13;2;0.62;0.83;1.39;12,2,averagePathLength,1.2,1.39,0.5487500000000007,0.3587500000000008,1
8,4;aristophanes-the-frogs;16;3;0.29;0.82;1.78;14,30;chekhov-the-cherry-orchard;14;2;0.73;0.86;1.28;12,1,averageClustering,0.82,0.86,-0.01906249999999987,0.020937500000000164,2
9,2;sophocles-antigone;9;3;0.44;0.78;1.58;7,28;galdos-electra;15;3;0.53;0.85;1.48;13,2,averagePathLength,1.58,1.48,0.16875000000000062,0.2687500000000007,2
10,26;tolstoy-the-power-of-darkness;24;4;0.25;0.79;2.11;14,31;brecht-mother-courage-and-her-children;35;3;0.24;0.89;1.95;30,2,maxDegree,14.0,30.0,-11.53125,4.46875,2
11,19;hugo-hernani-or-castilian-honour;30;3;0.29;0.89;1.92;24,11;behn-the-rover-parts-one-and-two;43;3;0.38;0.84;1.62;41,2,maxDegree,24.0,41.0,-1.53125,15.46875,2
12,24;ibsen-a-dolls-house;9;2;0.44;0.81;1.56;8,9;racine-andromaque;8;3;0.43;0.64;1.79;5,2,density,0.44,0.43,0.023749999999999938,0.013749999999999929,1
13,17;pushkin-boris-godunov;79;6;0.11;0.92;3.03;29,20;grabbe-napoleon-or-the-hundred-days;259;6;0.09;0.96;2.83;106,1,size,79.0,259.0,41.78125,221.78125,2
14,12;goldoni-the-servant-of-two-masters;13;3;0.59;0.87;1.42;11,22;madach-the-tragedy-of-man;103;3;0.23;0.97;1.78;99,2,maxDegree,11.0,99.0,-14.53125,73.46875,2
15,23;kivi-heath-cobblers;25;4;0.39;0.85;1.71;21,13;goethe-gotz-von-berlichingen-with-the-iron-hand;79;5;0.09;0.87;2.49;46,2,size,25.0,79.0,-12.21875,41.78125,2
16,14;tieck-puss-in-boots;48;3;0.45;0.87;1.61;43,21;gogol-the-government-inspector;30;3;0.5;0.88;1.52;26,2,maxDegree,43.0,26.0,17.46875,0.46875,1
17,5;marlowe-doctor-faustus-quarto-of-1616;46;4;0.16;0.91;1.91;42,3;euripides-electra;9;2;0.5;0.8;1.5;8,1,maxDegree,42.0,8.0,16.46875,-17.53125,1
18,1;aeschylus-the-persians;6;2;0.53;0.76;1.47;5,25;caragiale-a-lost-letter;17;3;0.73;0.91;1.28;15,1,averagePathLength,1.47,1.28,0.2787500000000007,0.46875000000000067,2
19,27;strindberg-miss-julie;3;1;1;1;1;2,4;aristophanes-the-frogs;16;3;0.29;0.82;1.78;14,2,averageClustering,1.0,0.82,0.16093750000000018,-0.01906249999999987,1
20,8;barca-life-is-a-dream;18;3;0.4;0.84;1.66;14,30;chekhov-the-cherry-orchard;14;2;0.73;0.86;1.28;12,1,averagePathLength,1.66,1.28,0.08875000000000077,0.46875000000000067,2
21,15;inchbald-lovers-vows;15;3;0.54;0.85;1.53;12,2;sophocles-antigone;9;3;0.44;0.78;1.58;7,2,averagePathLength,1.53,1.58,0.21875000000000067,0.16875000000000062,1
22,16;goethe-faust-part-one;115;3;0.2;0.98;1.7;67,28;galdos-electra;15;3;0.53;0.85;1.48;13,1,size,115.0,15.0,77.78125,-22.21875,1
23,6;shakespeare-hamlet;34;3;0.34;0.86;1.7;30,26;tolstoy-the-power-of-darkness;24;4;0.25;0.79;2.11;14,1,maxDegree,30.0,14.0,4.46875,-11.53125,1
24,7;jonson-volpone-or-the-fox;26;3;0.5;0.86;1.66;21,31;brecht-mother-courage-and-her-children;35;3;0.24;0.89;1.95;30,1,averagePathLength,1.66,1.95,0.08875000000000077,-0.20124999999999926,1
25,18;mitford-rienzi;34;2;0.31;0.87;1.69;33,19;hugo-hernani-or-castilian-honour;30;3;0.29;0.89;1.92;24,1,maxDegree,33.0,24.0,7.46875,-1.53125,1
26,29;schnitzler-la-ronde;11;5;0.22;0.15;2.81;3,11;behn-the-rover-parts-one-and-two;43;3;0.38;0.84;1.62;41,1,diameter,5.0,3.0,1.875,-0.125,1
27,32;beckett-waiting-for-godot;5;2;0.8;0.87;1.2;4,17;pushkin-boris-godunov;79;6;0.11;0.92;3.03;29,1,averagePathLength,1.2,3.03,0.5487500000000007,-1.2812499999999991,1
28,10;moliere-the-miser;13;2;0.62;0.83;1.39;12,20;grabbe-napoleon-or-the-hundred-days;259;6;0.09;0.96;2.83;106,1,averagePathLength,1.39,2.83,0.3587500000000008,-1.0812499999999994,1
29,24;ibsen-a-dolls-house;9;2;0.44;0.81;1.56;8,12;goldoni-the-servant-of-two-masters;13;3;0.59;0.87;1.42;11,1,averagePathLength,1.56,1.42,0.18875000000000064,0.32875000000000076,2
30,9;racine-andromaque;8;3;0.43;0.64;1.79;5,22;madach-the-tragedy-of-man;103;3;0.23;0.97;1.78;99,2,maxDegree,5.0,99.0,-20.53125,73.46875,2
31,14;tieck-puss-in-boots;48;3;0.45;0.87;1.61;43,23;kivi-heath-cobblers;25;4;0.39;0.85;1.71;21,2,diameter,3.0,4.0,-0.125,0.875,2
32,21;gogol-the-government-inspector;30;3;0.5;0.88;1.52;26,13;goethe-gotz-von-berlichingen-with-the-iron-hand;79;5;0.09;0.87;2.49;46,2,size,30.0,79.0,-7.21875,41.78125,2
33,5;marlowe-doctor-faustus-quarto-of-1616;46;4;0.16;0.91;1.91;42,1;aeschylus-the-persians;6;2;0.53;0.76;1.47;5,2,averagePathLength,1.91,1.47,-0.16124999999999923,0.2787500000000007,2
34,3;euripides-electra;9;2;0.5;0.8;1.5;8,25;caragiale-a-lost-letter;17;3;0.73;0.91;1.28;15,2,averagePathLength,1.5,1.28,0.2487500000000007,0.46875000000000067,2
35,27;strindberg-miss-julie;3;1;1;1;1;2,8;barca-life-is-a-dream;18;3;0.4;0.84;1.66;14,2,averagePathLength,1.0,1.66,0.7487500000000007,0.08875000000000077,1
36,4;aristophanes-the-frogs;16;3;0.29;0.82;1.78;14,30;chekhov-the-cherry-orchard;14;2;0.73;0.86;1.28;12,1,averageClustering,0.82,0.86,-0.01906249999999987,0.020937500000000164,2
37,15;inchbald-lovers-vows;15;3;0.54;0.85;1.53;12,24;ibsen-a-dolls-house;9;2;0.44;0.81;1.56;8,2,averagePathLength,1.53,1.56,0.21875000000000067,0.18875000000000064,1
38,2;sophocles-antigone;9;3;0.44;0.78;1.58;7,12;goldoni-the-servant-of-two-masters;13;3;0.59;0.87;1.42;11,1,averagePathLength,1.58,1.42,0.16875000000000062,0.32875000000000076,2
39,16;goethe-faust-part-one;115;3;0.2;0.98;1.7;67,9;racine-andromaque;8;3;0.43;0.64;1.79;5,2,density,0.2,0.43,-0.21625000000000005,0.013749999999999929,2
40,28;galdos-electra;15;3;0.53;0.85;1.48;13,22;madach-the-tragedy-of-man;103;3;0.23;0.97;1.78;99,2,maxDegree,13.0,99.0,-12.53125,73.46875,2
41,6;shakespeare-hamlet;34;3;0.34;0.86;1.7;30,14;tieck-puss-in-boots;48;3;0.45;0.87;1.61;43,2,maxDegree,30.0,43.0,4.46875,17.46875,2
42,26;tolstoy-the-power-of-darkness;24;4;0.25;0.79;2.11;14,23;kivi-heath-cobblers;25;4;0.39;0.85;1.71;21,2,diameter,4.0,4.0,0.875,0.875,0
43,31;brecht-mother-courage-and-her-children;35;3;0.24;0.89;1.95;30,13;goethe-gotz-von-berlichingen-with-the-iron-hand;79;5;0.09;0.87;2.49;46,2,size,35.0,79.0,-2.21875,41.78125,2
44,18;mitford-rienzi;34;2;0.31;0.87;1.69;33,5;marlowe-doctor-faustus-quarto-of-1616;46;4;0.16;0.91;1.91;42,2,maxDegree,33.0,42.0,7.46875,16.46875,2
45,19;hugo-hernani-or-castilian-honour;30;3;0.29;0.89;1.92;24,1;aeschylus-the-persians;6;2;0.53;0.76;1.47;5,2,averagePathLength,1.92,1.47,-0.17124999999999924,0.2787500000000007,2
46,29;schnitzler-la-ronde;11;5;0.22;0.15;2.81;3,3;euripides-electra;9;2;0.5;0.8;1.5;8,2,averagePathLength,2.81,1.5,-1.0612499999999994,0.2487500000000007,2
47,11;behn-the-rover-parts-one-and-two;43;3;0.38;0.84;1.62;41,25;caragiale-a-lost-letter;17;3;0.73;0.91;1.28;15,2,averagePathLength,1.62,1.28,0.1287500000000006,0.46875000000000067,2
48,32;beckett-waiting-for-godot;5;2;0.8;0.87;1.2;4,4;aristophanes-the-frogs;16;3;0.29;0.82;1.78;14,2,averageClustering,0.87,0.82,0.030937500000000173,-0.01906249999999987,1
49,17;pushkin-boris-godunov;79;6;0.11;0.92;3.03;29,30;chekhov-the-cherry-orchard;14;2;0.73;0.86;1.28;12,1,size,79.0,14.0,41.78125,-23.21875,1
