10;moliere-the-miser;13;2;0.62;0.83;1.39;12
15;inchbald-lovers-vows;15;3;0.54;0.85;1.53;12
4;aristophanes-the-frogs;16;3;0.29;0.82;1.78;14
25;caragiale-a-lost-letter;17;3;0.73;0.91;1.28;15
2;sophocles-antigone;9;3;0.44;0.78;1.58;7
29;schnitzler-la-ronde;11;5;0.22;0.15;2.81;3
24;ibsen-a-dolls-house;9;2;0.44;0.81;1.56;8
13;goethe-gotz-von-berlichingen-with-the-iron-hand;79;5;0.09;0.87;2.49;46
12;goldoni-the-servant-of-two-masters;13;3;0.59;0.87;1.42;11
26;tolstoy-the-power-of-darkness;24;4;0.25;0.79;2.11;14
7;jonson-volpone-or-the-fox;26;3;0.5;0.86;1.66;21
28;galdos-electra;15;3;0.53;0.85;1.48;13
20;grabbe-napoleon-or-the-hundred-days;259;6;0.09;0.96;2.83;106
1;aeschylus-the-persians;6;2;0.53;0.76;1.47;5
3;euripides-electra;9;2;0.5;0.8;1.5;8
31;brecht-mother-courage-and-her-children;35;3;0.24;0.89;1.95;30
