turn,card1,card2,chooser,metric,value1,value2,div1,div2,winner
1,19;hugo-hernani-or-castilian-honour;30;3;0.29;0.89;1.92;24,28;galdos-electra;15;3;0.53;0.85;1.48;13,1,averageClustering,0.89,0.85,0.05093750000000019,0.010937500000000155,1
2,11;behn-the-rover-parts-one-and-two;43;3;0.38;0.84;1.62;41,17;pushkin-boris-godunov;79;6;0.11;0.92;3.03;29,1,maxDegree,41.0,29.0,15.46875,3.46875,1
3,27;strindberg-miss-julie;3;1;1;1;1;2,29;schnitzler-la-ronde;11;5;0.22;0.15;2.81;3,1,averagePathLength,1.0,2.81,0.7487500000000007,-1.0612499999999994,1
4,24;ibsen-a-dolls-house;9;2;0.44;0.81;1.56;8,22;madach-the-tragedy-of-man;103;3;0.23;0.97;1.78;99,1,averagePathLength,1.56,1.78,0.18875000000000064,-0.031249999999999334,1
5,12;goldoni-the-servant-of-two-masters;13;3;0.59;0.87;1.42;11,14;tieck-puss-in-boots;48;3;0.45;0.87;1.61;43,1,averagePathLength,1.42,1.61,0.32875000000000076,0.1387500000000006,1
6,15;inchbald-lovers-vows;15;3;0.54;0.85;1.53;12,32;beckett-waiting-for-godot;5;2;0.8;0.87;1.2;4,1,averagePathLength,1.53,1.2,0.21875000000000067,0.5487500000000007,2
7,31;brecht-mother-courage-and-her-children;35;3;0.24;0.89;1.95;30,26;tolstoy-the-power-of-darkness;24;4;0.25;0.79;2.11;14,2,diameter,3.0,4.0,-0.125,0.875,2
8,2;sophocles-antigone;9;3;0.44;0.78;1.58;7,3;euripides-electra;9;2;0.5;0.8;1.5;8,2,averagePathLength,1.58,1.5,0.16875000000000062,0.2487500000000007,2
9,16;goethe-faust-part-one;115;3;0.2;0.98;1.7;67,6;shakespeare-hamlet;34;3;0.34;0.86;1.7;30,2,maxDegree,67.0,30.0,41.46875,4.46875,1
10,30;chekhov-the-cherry-orchard;14;2;0.73;0.86;1.28;12,1;aeschylus-the-persians;6;2;0.53;0.76;1.47;5,1,averagePathLength,1.28,1.47,0.46875000000000067,0.2787500000000007,1
11,20;grabbe-napoleon-or-the-hundred-days;259;6;0.09;0.96;2.83;106,18;mitford-rienzi;34;2;0.31;0.87;1.69;33,1,size,259.0,34.0,221.78125,-3.21875,1
12,4;aristophanes-the-frogs;16;3;0.29;0.82;1.78;14,25;caragiale-a-lost-letter;17;3;0.73;0.91;1.28;15,1,averageClustering,0.82,0.91,-0.01906249999999987,0.07093750000000021,2
13,21;gogol-the-government-inspector;30;3;0.5;0.88;1.52;26,23;kivi-heath-cobblers;25;4;0.39;0.85;1.71;21,2,diameter,3.0,4.0,-0.125,0.875,2
14,7;jonson-volpone-or-the-fox;26;3;0.5;0.86;1.66;21,9;racine-andromaque;8;3;0.43;0.64;1.79;5,2,density,0.5,0.43,0.08374999999999994,0.013749999999999929,1
15,13;goethe-gotz-von-berlichingen-with-the-iron-hand;79;5;0.09;0.87;2.49;46,10;moliere-the-miser;13;2;0.62;0.83;1.39;12,1,size,79.0,13.0,41.78125,-24.21875,1
16,8;barca-life-is-a-dream;18;3;0.4;0.84;1.66;14,5;marlowe-doctor-faustus-quarto-of-1616;46;4;0.16;0.91;1.91;42,1,averagePathLength,1.66,1.91,0.08875000000000077,-0.16124999999999923,1
17,19;hugo-hernani-or-castilian-honour;30;3;0.29;0.89;1.92;24,15;inchbald-lovers-vows;15;3;0.54;0.85;1.53;12,1,averageClustering,0.89,0.85,0.05093750000000019,0.010937500000000155,1
18,28;galdos-electra;15;3;0.53;0.85;1.48;13,32;beckett-waiting-for-godot;5;2;0.8;0.87;1.2;4,1,averagePathLength,1.48,1.2,0.2687500000000007,0.5487500000000007,2
19,11;behn-the-rover-parts-one-and-two;43;3;0.38;0.84;1.62;41,31;brecht-mother-courage-and-her-children;35;3;0.24;0.89;1.95;30,2,maxDegree,41.0,30.0,15.46875,4.46875,1
20,17;pushkin-boris-godunov;79;6;0.11;0.92;3.03;29,26;tolstoy-the-power-of-darkness;24;4;0.25;0.79;2.11;14,1,size,79.0,24.0,41.78125,-13.21875,1
21,27;strindberg-miss-julie;3;1;1;1;1;2,2;sophocles-antigone;9;3;0.44;0.78;1.58;7,1,averagePathLength,1.0,1.58,0.7487500000000007,0.16875000000000062,1
22,29;schnitzler-la-ronde;11;5;0.22;0.15;2.81;3,3;euripides-electra;9;2;0.5;0.8;1.5;8,1,diameter,5.0,2.0,1.875,-1.125,1
23,24;ibsen-a-dolls-house;9;2;0.44;0.81;1.56;8,4;aristophanes-the-frogs;16;3;0.29;0.82;1.78;14,1,averagePathLength,1.56,1.78,0.18875000000000064,-0.031249999999999334,1
24,22;madach-the-tragedy-of-man;103;3;0.23;0.97;1.78;99,25;caragiale-a-lost-letter;17;3;0.73;0.91;1.28;15,1,maxDegree,99.0,15.0,73.46875,-10.53125,1
25,12;goldoni-the-servant-of-two-masters;13;3;0.59;0.87;1.42;11,21;gogol-the-government-inspector;30;3;0.5;0.88;1.52;26,1,averagePathLength,1.42,1.52,0.32875000000000076,0.22875000000000068,1
26,14;tieck-puss-in-boots;48;3;0.45;0.87;1.61;43,23;kivi-heath-cobblers;25;4;0.39;0.85;1.71;21,1,maxDegree,43.0,21.0,17.46875,-4.53125,1
27,16;goethe-faust-part-one;115;3;0.2;0.98;1.7;67,28;galdos-electra;15;3;0.53;0.85;1.48;13,1,size,115.0,15.0,77.78125,-22.21875,1
28,6;shakespeare-hamlet;34;3;0.34;0.86;1.7;30,32;beckett-waiting-for-godot;5;2;0.8;0.87;1.2;4,1,maxDegree,30.0,4.0,4.46875,-21.53125,1
