turn,card1,card2,chooser,metric,value1,value2,div1,div2,winner
1,31;brecht-mother-courage-and-her-children;35;3;0.24;0.89;1.95;30,16;goethe-faust-part-one;115;3;0.2;0.98;1.7;67,1,maxDegree,30.0,67.0,4.46875,41.46875,2
2,2;sophocles-antigone;9;3;0.44;0.78;1.58;7,10;moliere-the-miser;13;2;0.62;0.83;1.39;12,2,averagePathLength,1.58,1.39,0.16875000000000062,0.3587500000000008,2
3,32;beckett-waiting-for-godot;5;2;0.8;0.87;1.2;4,4;aristophanes-the-frogs;16;3;0.29;0.82;1.78;14,2,averageClustering,0.87,0.82,0.030937500000000173,-0.01906249999999987,1
4,19;hugo-hernani-or-castilian-honour;30;3;0.29;0.89;1.92;24,21;gogol-the-government-inspector;30;3;0.5;0.88;1.52;26,1,averageClustering,0.89,0.88,0.05093750000000019,0.04093750000000018,1
5,14;tieck-puss-in-boots;48;3;0.45;0.87;1.61;43,7;jonson-volpone-or-the-fox;26;3;0.5;0.86;1.66;21,1,maxDegree,43.0,21.0,17.46875,-4.53125,1
6,15;inchbald-lovers-vows;15;3;0.54;0.85;1.53;12,28;galdos-electra;15;3;0.53;0.85;1.48;13,1,averagePathLength,1.53,1.48,0.21875000000000067,0.2687500000000007,2
7,11;behn-the-rover-parts-one-and-two;43;3;0.38;0.84;1.62;41,29;schnitzler-la-ronde;11;5;0.22;0.15;2.81;3,2,diameter,3.0,5.0,-0.125,1.875,2
8,24;ibsen-a-dolls-house;9;2;0.44;0.81;1.56;8,25;caragiale-a-lost-letter;17;3;0.73;0.91;1.28;15,2,averagePathLength,1.56,1.28,0.18875000000000064,0.46875000000000067,2
9,17;pushkin-boris-godunov;79;6;0.11;0.92;3.03;29,26;tolstoy-the-power-of-darkness;24;4;0.25;0.79;2.11;14,2,diameter,6.0,4.0,2.875,0.875,1
10,9;racine-andromaque;8;3;0.43;0.64;1.79;5,5;marlowe-doctor-faustus-quarto-of-1616;46;4;0.16;0.91;1.91;42,1,density,0.43,0.16,0.013749999999999929,-0.2562500000000001,1
