turn,card1,card2,chooser,metric,value1,value2,div1,div2,winner
1,12;goldoni-the-servant-of-two-masters;13;3;0.59;0.87;1.42;11,22;madach-the-tragedy-of-man;103;3;0.23;0.97;1.78;99,1,averagePathLength,1.42,1.78,0.32875000000000076,-0.031249999999999334,1
2,26;tolstoy-the-power-of-darkness;24;4;0.25;0.79;2.11;14,6;shakespeare-hamlet;34;3;0.34;0.86;1.7;30,1,diameter,4.0,3.0,0.875,-0.125,1
3,10;moliere-the-miser;13;2;0.62;0.83;1.39;12,28;galdos-electra;15;3;0.53;0.85;1.48;13,1,averagePathLength,1.39,1.48,0.3587500000000008,0.2687500000000007,1
4,27;strindberg-miss-julie;3;1;1;1;1;2,3;euripides-electra;9;2;0.5;0.8;1.5;8,1,averagePathLength,1.0,1.5,0.7487500000000007,0.2487500000000007,1
5,18;mitford-rienzi;34;2;0.31;0.87;1.69;33,2;sophocles-antigone;9;3;0.44;0.78;1.58;7,1,maxDegree,33.0,7.0,7.46875,-18.53125,1
6,7;jonson-volpone-or-the-fox;26;3;0.5;0.86;1.66;21,20;grabbe-napoleon-or-the-hundred-days;259;6;0.09;0.96;2.83;106,1,averagePathLength,1.66,2.83,0.08875000000000077,-1.0812499999999994,1
7,19;hugo-hernani-or-castilian-honour;30;3;0.29;0.89;1.92;24,25;caragiale-a-lost-letter;17;3;0.73;0.91;1.28;15,1,averageClustering,0.89,0.91,0.05093750000000019,0.07093750000000021,2
8,32;beckett-waiting-for-godot;5;2;0.8;0.87;1.2;4,30;chekhov-the-cherry-orchard;14;2;0.73;0.86;1.28;12,2,averagePathLength,1.2,1.28,0.5487500000000007,0.46875000000000067,1
9,8;barca-life-is-a-dream;18;3;0.4;0.84;1.66;14,15;inchbald-lovers-vows;15;3;0.54;0.85;1.53;12,1,averagePathLength,1.66,1.53,0.08875000000000077,0.21875000000000067,2
10,24;ibsen-a-dolls-house;9;2;0.44;0.81;1.56;8,1;aeschylus-the-persians;6;2;0.53;0.76;1.47;5,2,averagePathLength,1.56,1.47,0.18875000000000064,0.2787500000000007,2
11,13;goethe-gotz-von-berlichingen-with-the-iron-hand;79;5;0.09;0.87;2.49;46,9;racine-andromaque;8;3;0.43;0.64;1.79;5,2,density,0.09,0.43,-0.32625000000000004,0.013749999999999929,2
12,16;goethe-faust-part-one;115;3;0.2;0.98;1.7;67,31;brecht-mother-courage-and-her-children;35;3;0.24;0.89;1.95;30,2,maxDegree,67.0,30.0,41.46875,4.46875,1
