23;kivi-heath-cobblers;25;4;0.39;0.85;1.71;21
32;beckett-waiting-for-godot;5;2;0.8;0.87;1.2;4
2;sophocles-antigone;9;3;0.44;0.78;1.58;7
26;tolstoy-the-power-of-darkness;24;4;0.25;0.79;2.11;14
15;inchbald-lovers-vows;15;3;0.54;0.85;1.53;12
20;grabbe-napoleon-or-the-hundred-days;259;6;0.09;0.96;2.83;106
12;goldoni-the-servant-of-two-masters;13;3;0.59;0.87;1.42;11
27;strindberg-miss-julie;3;1;1;1;1;2
21;gogol-the-government-inspector;30;3;0.5;0.88;1.52;26
4;aristophanes-the-frogs;16;3;0.29;0.82;1.78;14
16;goethe-faust-part-one;115;3;0.2;0.98;1.7;67
28;galdos-electra;15;3;0.53;0.85;1.48;13
18;mitford-rienzi;34;2;0.31;0.87;1.69;33
6;shakespeare-hamlet;34;3;0.34;0.86;1.7;30
17;pushkin-boris-godunov;79;6;0.11;0.92;3.03;29
1;aeschylus-the-persians;6;2;0.53;0.76;1.47;5
