turn,card1,card2,chooser,metric,value1,value2,div1,div2,winner
1,12;goldoni-the-servant-of-two-masters;13;3;0.59;0.87;1.42;11,8;barca-life-is-a-dream;18;3;0.4;0.84;1.66;14,1,averagePathLength,1.42,1.66,0.32875000000000076,0.08875000000000077,1
2,31;brecht-mother-courage-and-her-children;35;3;0.24;0.89;1.95;30,32;beckett-waiting-for-godot;5;2;0.8;0.87;1.2;4,1,maxDegree,30.0,4.0,4.46875,-21.53125,1
3,7;jonson-volpone-or-the-fox;26;3;0.5;0.86;1.66;21,2;sophocles-antigone;9;3;0.44;0.78;1.58;7,1,averagePathLength,1.66,1.58,0.08875000000000077,0.16875000000000062,2
4,17;pushkin-boris-godunov;79;6;0.11;0.92;3.03;29,24;ibsen-a-dolls-house;9;2;0.44;0.81;1.56;8,2,averagePathLength,3.03,1.56,-1.2812499999999991,0.18875000000000064,2
5,3;euripides-electra;9;2;0.5;0.8;1.5;8,25;caragiale-a-lost-letter;17;3;0.73;0.91;1.28;15,2,averagePathLength,1.5,1.28,0.2487500000000007,0.46875000000000067,2
6,21;gogol-the-government-inspector;30;3;0.5;0.88;1.52;26,9;racine-andromaque;8;3;0.43;0.64;1.79;5,2,density,0.5,0.43,0.08374999999999994,0.013749999999999929,1
7,30;chekhov-the-cherry-orchard;14;2;0.73;0.86;1.28;12,1;aeschylus-the-persians;6;2;0.53;0.76;1.47;5,1,averagePathLength,1.28,1.47,0.46875000000000067,0.2787500000000007,1
8,18;mitford-rienzi;34;2;0.31;0.87;1.69;33,5;marlowe-doctor-faustus-quarto-of-1616;46;4;0.16;0.91;1.91;42,1,maxDegree,33.0,42.0,7.46875,16.46875,2
9,15;inchbald-lovers-vows;15;3;0.54;0.85;1.53;12,4;aristophanes-the-frogs;16;3;0.29;0.82;1.78;14,2,averageClustering,0.85,0.82,0.010937500000000155,-0.01906249999999987,1
10,29;schnitzler-la-ronde;11;5;0.22;0.15;2.81;3,26;tolstoy-the-power-of-darkness;24;4;0.25;0.79;2.11;14,1,diameter,5.0,4.0,1.875,0.875,1
