turn,card1,card2,chooser,metric,value1,value2,div1,div2,winner
1,7;jonson-volpone-or-the-fox;26;3;0.5;0.86;1.66;21,21;gogol-the-government-inspector;30;3;0.5;0.88;1.52;26,1,averagePathLength,1.66,1.52,0.08875000000000077,0.22875000000000068,2
2,6;shakespeare-hamlet;34;3;0.34;0.86;1.7;30,23;kivi-heath-cobblers;25;4;0.39;0.85;1.71;21,2,diameter,3.0,4.0,-0.125,0.875,2
3,8;barca-life-is-a-dream;18;3;0.4;0.84;1.66;14,26;tolstoy-the-power-of-darkness;24;4;0.25;0.79;2.11;14,2,diameter,3.0,4.0,-0.125,0.875,2
4,16;goethe-faust-part-one;115;3;0.2;0.98;1.7;67,3;euripides-electra;9;2;0.5;0.8;1.5;8,2,averagePathLength,1.7,1.5,0.04875000000000074,0.2487500000000007,2
5,25;caragiale-a-lost-letter;17;3;0.73;0.91;1.28;15,12;goldoni-the-servant-of-two-masters;13;3;0.59;0.87;1.42;11,2,averagePathLength,1.28,1.42,0.46875000000000067,0.32875000000000076,1
6,11;behn-the-rover-parts-one-and-two;43;3;0.38;0.84;1.62;41,5;marlowe-doctor-faustus-quarto-of-1616;46;4;0.16;0.91;1.91;42,1,maxDegree,41.0,42.0,15.46875,16.46875,2
7,15;inchbald-lovers-vows;15;3;0.54;0.85;1.53;12,1;aeschylus-the-persians;6;2;0.53;0.76;1.47;5,2,averagePathLength,1.53,1.47,0.21875000000000067,0.2787500000000007,2
8,22;madach-the-tragedy-of-man;103;3;0.23;0.97;1.78;99,29;schnitzler-la-ronde;11;5;0.22;0.15;2.81;3,2,diameter,3.0,5.0,-0.125,1.875,2
9,19;hugo-hernani-or-castilian-honour;30;3;0.29;0.89;1.92;24,17;pushkin-boris-godunov;79;6;0.11;0.92;3.03;29,2,size,30.0,79.0,-7.21875,41.78125,2
10,28;galdos-electra;15;3;0.53;0.85;1.48;13,30;chekhov-the-cherry-orchard;14;2;0.73;0.86;1.28;12,2,averagePathLength,1.48,1.28,0.2687500000000007,0.46875000000000067,2
11,24;ibsen-a-dolls-house;9;2;0.44;0.81;1.56;8,18;mitford-rienzi;34;2;0.31;0.87;1.69;33,2,maxDegree,8.0,33.0,-17.53125,7.46875,2
12,20;grabbe-napoleon-or-the-hundred-days;259;6;0.09;0.96;2.83;106,9;racine-andromaque;8;3;0.43;0.64;1.79;5,2,density,0.09,0.43,-0.32625000000000004,0.013749999999999929,2
13,2;sophocles-antigone;9;3;0.44;0.78;1.58;7,14;tieck-puss-in-boots;48;3;0.45;0.87;1.61;43,2,maxDegree,7.0,43.0,-18.53125,17.46875,2
14,13;goethe-gotz-von-berlichingen-with-the-iron-hand;79;5;0.09;0.87;2.49;46,10;moliere-the-miser;13;2;0.62;0.83;1.39;12,2,averagePathLength,2.49,1.39,-0.7412499999999995,0.3587500000000008,2
15,27;strindberg-miss-julie;3;1;1;1;1;2,32;beckett-waiting-for-godot;5;2;0.8;0.87;1.2;4,2,averagePathLength,1.0,1.2,0.7487500000000007,0.5487500000000007,1
16,4;aristophanes-the-frogs;16;3;0.29;0.82;1.78;14,31;brecht-mother-courage-and-her-children;35;3;0.24;0.89;1.95;30,1,averageClustering,0.82,0.89,-0.01906249999999987,0.05093750000000019,2
17,25;caragiale-a-lost-letter;17;3;0.73;0.91;1.28;15,7;jonson-volpone-or-the-fox;26;3;0.5;0.86;1.66;21,2,averagePathLength,1.28,1.66,0.46875000000000067,0.08875000000000077,1
18,12;goldoni-the-servant-of-two-masters;13;3;0.59;0.87;1.42;11,21;gogol-the-government-inspector;30;3;0.5;0.88;1.52;26,1,averagePathLength,1.42,1.52,0.32875000000000076,0.22875000000000068,1
19,27;strindberg-miss-julie;3;1;1;1;1;2,6;shakespeare-hamlet;34;3;0.34;0.86;1.7;30,1,averagePathLength,1.0,1.7,0.7487500000000007,0.04875000000000074,1
20,32;beckett-waiting-for-godot;5;2;0.8;0.87;1.2;4,23;kivi-heath-cobblers;25;4;0.39;0.85;1.71;21,1,averagePathLength,1.2,1.71,0.5487500000000007,0.03875000000000073,1
21,25;caragiale-a-lost-letter;17;3;0.73;0.91;1.28;15,8;barca-life-is-a-dream;18;3;0.4;0.84;1.66;14,1,averagePathLength,1.28,1.66,0.46875000000000067,0.08875000000000077,1
22,7;jonson-volpone-or-the-fox;26;3;0.5;0.86;1.66;21,26;tolstoy-the-power-of-darkness;24;4;0.25;0.79;2.11;14,1,averagePathLength,1.66,2.11,0.08875000000000077,-0.3612499999999992,1
23,12;goldoni-the-servant-of-two-masters;13;3;0.59;0.87;1.42;11,16;goethe-faust-part-one;115;3;0.2;0.98;1.7;67,1,averagePathLength,1.42,1.7,0.32875000000000076,0.04875000000000074,1
24,21;gogol-the-government-inspector;30;3;0.5;0.88;1.52;26,3;euripides-electra;9;2;0.5;0.8;1.5;8,1,maxDegree,26.0,8.0,0.46875,-17.53125,1
25,27;strindberg-miss-julie;3;1;1;1;1;2,11;behn-the-rover-parts-one-and-two;43;3;0.38;0.84;1.62;41,1,averagePathLength,1.0,1.62,0.7487500000000007,0.1287500000000006,1
26,6;shakespeare-hamlet;34;3;0.34;0.86;1.7;30,5;marlowe-doctor-faustus-quarto-of-1616;46;4;0.16;0.91;1.91;42,1,maxDegree,30.0,42.0,4.46875,16.46875,2
27,32;beckett-waiting-for-godot;5;2;0.8;0.87;1.2;4,15;inchbald-lovers-vows;15;3;0.54;0.85;1.53;12,2,averagePathLength,1.2,1.53,0.5487500000000007,0.21875000000000067,1
