turn,card1,card2,chooser,metric,value1,value2,div1,div2,winner
1,5;marlowe-doctor-faustus-quarto-of-1616;46;4;0.16;0.91;1.91;42,32;beckett-waiting-for-godot;5;2;0.8;0.87;1.2;4,1,maxDegree,42.0,4.0,16.46875,-21.53125,1
2,19;hugo-hernani-or-castilian-honour;30;3;0.29;0.89;1.92;24,16;goethe-faust-part-one;115;3;0.2;0.98;1.7;67,1,averageClustering,0.89,0.98,0.05093750000000019,0.14093750000000016,2
3,21;gogol-the-government-inspector;30;3;0.5;0.88;1.52;26,8;barca-life-is-a-dream;18;3;0.4;0.84;1.66;14,2,averagePathLength,1.52,1.66,0.22875000000000068,0.08875000000000077,1
4,27;strindberg-miss-julie;3;1;1;1;1;2,11;behn-the-rover-parts-one-and-two;43;3;0.38;0.84;1.62;41,1,averagePathLength,1.0,1.62,0.7487500000000007,0.1287500000000006,1
5,7;jonson-volpone-or-the-fox;26;3;0.5;0.86;1.66;21,6;shakespeare-hamlet;34;3;0.34;0.86;1.7;30,1,averagePathLength,1.66,1.7,0.08875000000000077,0.04875000000000074,1
6,20;grabbe-napoleon-or-the-hundred-days;259;6;0.09;0.96;2.83;106,31;brecht-mother-courage-and-her-children;35;3;0.24;0.89;1.95;30,1,size,259.0,35.0,221.78125,-2.21875,1
7,14;tieck-puss-in-boots;48;3;0.45;0.87;1.61;43,13;goethe-gotz-von-berlichingen-with-the-iron-hand;79;5;0.09;0.87;2.49;46,1,maxDegree,43.0,46.0,17.46875,20.46875,2
8,10;moliere-the-miser;13;2;0.62;0.83;1.39;12,29;schnitzler-la-ronde;11;5;0.22;0.15;2.81;3,2,diameter,2.0,5.0,-1.125,1.875,2
9,24;ibsen-a-dolls-house;9;2;0.44;0.81;1.56;8,15;inchbald-lovers-vows;15;3;0.54;0.85;1.53;12,2,averagePathLength,1.56,1.53,0.18875000000000064,0.21875000000000067,2
10,3;euripides-electra;9;2;0.5;0.8;1.5;8,22;madach-the-tragedy-of-man;103;3;0.23;0.97;1.78;99,2,maxDegree,8.0,99.0,-17.53125,73.46875,2
11,26;tolstoy-the-power-of-darkness;24;4;0.25;0.79;2.11;14,30;chekhov-the-cherry-orchard;14;2;0.73;0.86;1.28;12,2,averagePathLength,2.11,1.28,-0.3612499999999992,0.46875000000000067,2
12,1;aeschylus-the-persians;6;2;0.53;0.76;1.47;5,12;goldoni-the-servant-of-two-masters;13;3;0.59;0.87;1.42;11,2,averagePathLength,1.47,1.42,0.2787500000000007,0.32875000000000076,2
13,9;racine-andromaque;8;3;0.43;0.64;1.79;5,28;galdos-electra;15;3;0.53;0.85;1.48;13,2,averagePathLength,1.79,1.48,-0.04124999999999934,0.2687500000000007,2
14,18;mitford-rienzi;34;2;0.31;0.87;1.69;33,25;caragiale-a-lost-letter;17;3;0.73;0.91;1.28;15,2,averagePathLength,1.69,1.28,0.058750000000000746,0.46875000000000067,2
15,4;aristophanes-the-frogs;16;3;0.29;0.82;1.78;14,23;kivi-heath-cobblers;25;4;0.39;0.85;1.71;21,2,diameter,3.0,4.0,-0.125,0.875,2
16,17;pushkin-boris-godunov;79;6;0.11;0.92;3.03;29,2;sophocles-antigone;9;3;0.44;0.78;1.58;7,2,averagePathLength,3.03,1.58,-1.2812499999999991,0.16875000000000062,2
17,5;marlowe-doctor-faustus-quarto-of-1616;46;4;0.16;0.91;1.91;42,19;hugo-hernani-or-castilian-honour;30;3;0.29;0.89;1.92;24,2,averageClustering,0.91,0.89,0.07093750000000021,0.05093750000000019,1
18,32;beckett-waiting-for-godot;5;2;0.8;0.87;1.2;4,16;goethe-faust-part-one;115;3;0.2;0.98;1.7;67,1,averagePathLength,1.2,1.7,0.5487500000000007,0.04875000000000074,1
19,21;gogol-the-government-inspector;30;3;0.5;0.88;1.52;26,14;tieck-puss-in-boots;48;3;0.45;0.87;1.61;43,1,maxDegree,26.0,43.0,0.46875,17.46875,2
20,8;barca-life-is-a-dream;18;3;0.4;0.84;1.66;14,13;goethe-gotz-von-berlichingen-with-the-iron-hand;79;5;0.09;0.87;2.49;46,2,size,18.0,79.0,-19.21875,41.78125,2
21,27;strindberg-miss-julie;3;1;1;1;1;2,10;moliere-the-miser;13;2;0.62;0.83;1.39;12,2,averagePathLength,1.0,1.39,0.7487500000000007,0.3587500000000008,1
22,11;behn-the-rover-parts-one-and-two;43;3;0.38;0.84;1.62;41,29;schnitzler-la-ronde;11;5;0.22;0.15;2.81;3,1,maxDegree,41.0,3.0,15.46875,-22.53125,1
23,7;jonson-volpone-or-the-fox;26;3;0.5;0.86;1.66;21,24;ibsen-a-dolls-house;9;2;0.44;0.81;1.56;8,1,averagePathLength,1.66,1.56,0.08875000000000077,0.18875000000000064,2
24,6;shakespeare-hamlet;34;3;0.34;0.86;1.7;30,15;inchbald-lovers-vows;15;3;0.54;0.85;1.53;12,2,averagePathLength,1.7,1.53,0.04875000000000074,0.21875000000000067,2
25,20;grabbe-napoleon-or-the-hundred-days;259;6;0.09;0.96;2.83;106,3;euripides-electra;9;2;0.5;0.8;1.5;8,2,averagePathLength,2.83,1.5,-1.0812499999999994,0.2487500000000007,2
