turn,card1,card2,chooser,metric,value1,value2,div1,div2,winner
1,24;ibsen-a-dolls-house;9;2;0.44;0.81;1.56;8,23;kivi-heath-cobblers;25;4;0.39;0.85;1.71;21,1,averagePathLength,1.56,1.71,0.18875000000000064,0.03875000000000073,1
2,2;sophocles-antigone;9;3;0.44;0.78;1.58;7,7;jonson-volpone-or-the-fox;26;3;0.5;0.86;1.66;21,1,averagePathLength,1.58,1.66,0.16875000000000062,0.08875000000000077,1
3,25;caragiale-a-lost-letter;17;3;0.73;0.91;1.28;15,22;madach-the-tragedy-of-man;103;3;0.23;0.97;1.78;99,1,averagePathLength,1.28,1.78,0.46875000000000067,-0.031249999999999334,1
4,27;strindberg-miss-julie;3;1;1;1;1;2,13;goethe-gotz-von-berlichingen-with-the-iron-hand;79;5;0.09;0.87;2.49;46,1,averagePathLength,1.0,2.49,0.7487500000000007,-0.7412499999999995,1
5,29;schnitzler-la-ronde;11;5;0.22;0.15;2.81;3,15;inchbald-lovers-vows;15;3;0.54;0.85;1.53;12,1,diameter,5.0,3.0,1.875,-0.125,1
6,14;tieck-puss-in-boots;48;3;0.45;0.87;1.61;43,17;pushkin-boris-godunov;79;6;0.11;0.92;3.03;29,1,maxDegree,43.0,29.0,17.46875,3.46875,1
7,28;galdos-electra;15;3;0.53;0.85;1.48;13,11;behn-the-rover-parts-one-and-two;43;3;0.38;0.84;1.62;41,1,averagePathLength,1.48,1.62,0.2687500000000007,0.1287500000000006,1
8,9;racine-andromaque;8;3;0.43;0.64;1.79;5,20;grabbe-napoleon-or-the-hundred-days;259;6;0.09;0.96;2.83;106,1,density,0.43,0.09,0.013749999999999929,-0.32625000000000004,1
9,8;barca-life-is-a-dream;18;3;0.4;0.84;1.66;14,32;beckett-waiting-for-godot;5;2;0.8;0.87;1.2;4,1,averagePathLength,1.66,1.2,0.08875000000000077,0.5487500000000007,2
10,19;hugo-hernani-or-castilian-honour;30;3;0.29;0.89;1.92;24,10;moliere-the-miser;13;2;0.62;0.83;1.39;12,2,averagePathLength,1.92,1.39,-0.17124999999999924,0.3587500000000008,2
11,5;marlowe-doctor-faustus-quarto-of-1616;46;4;0.16;0.91;1.91;42,18;mitford-rienzi;34;2;0.31;0.87;1.69;33,2,maxDegree,42.0,33.0,16.46875,7.46875,1
12,26;tolstoy-the-power-of-darkness;24;4;0.25;0.79;2.11;14,1;aeschylus-the-persians;6;2;0.53;0.76;1.47;5,1,diameter,4.0,2.0,0.875,-1.125,1
13,12;goldoni-the-servant-of-two-masters;13;3;0.59;0.87;1.42;11,4;aristophanes-the-frogs;16;3;0.29;0.82;1.78;14,1,averagePathLength,1.42,1.78,0.32875000000000076,-0.031249999999999334,1
14,6;shakespeare-hamlet;34;3;0.34;0.86;1.7;30,16;goethe-faust-part-one;115;3;0.2;0.98;1.7;67,1,maxDegree,30.0,67.0,4.46875,41.46875,2
15,31;brecht-mother-courage-and-her-children;35;3;0.24;0.89;1.95;30,21;gogol-the-government-inspector;30;3;0.5;0.88;1.52;26,2,maxDegree,30.0,26.0,4.46875,0.46875,1
16,30;chekhov-the-cherry-orchard;14;2;0.73;0.86;1.28;12,3;euripides-electra;9;2;0.5;0.8;1.5;8,1,averagePathLength,1.28,1.5,0.46875000000000067,0.2487500000000007,1
17,24;ibsen-a-dolls-house;9;2;0.44;0.81;1.56;8,8;barca-life-is-a-dream;18;3;0.4;0.84;1.66;14,1,averagePathLength,1.56,1.66,0.18875000000000064,0.08875000000000077,1
18,23;kivi-heath-cobblers;25;4;0.39;0.85;1.71;21,32;beckett-waiting-for-godot;5;2;0.8;0.87;1.2;4,1,diameter,4.0,2.0,0.875,-1.125,1
19,2;sophocles-antigone;9;3;0.44;0.78;1.58;7,19;hugo-hernani-or-castilian-honour;30;3;0.29;0.89;1.92;24,1,averagePathLength,1.58,1.92,0.16875000000000062,-0.17124999999999924,1
20,7;jonson-volpone-or-the-fox;26;3;0.5;0.86;1.66;21,10;moliere-the-miser;13;2;0.62;0.83;1.39;12,1,averagePathLength,1.66,1.39,0.08875000000000077,0.3587500000000008,2
21,25;caragiale-a-lost-letter;17;3;0.73;0.91;1.28;15,6;shakespeare-hamlet;34;3;0.34;0.86;1.7;30,2,maxDegree,15.0,30.0,-10.53125,4.46875,2
22,22;madach-the-tragedy-of-man;103;3;0.23;0.97;1.78;99,16;goethe-faust-part-one;115;3;0.2;0.98;1.7;67,2,size,103.0,115.0,65.78125,77.78125,2
23,27;strindberg-miss-julie;3;1;1;1;1;2,7;jonson-volpone-or-the-fox;26;3;0.5;0.86;1.66;21,2,averagePathLength,1.0,1.66,0.7487500000000007,0.08875000000000077,1
24,13;goethe-gotz-von-berlichingen-with-the-iron-hand;79;5;0.09;0.87;2.49;46,10;moliere-the-miser;13;2;0.62;0.83;1.39;12,1,size,79.0,13.0,41.78125,-24.21875,1
25,29;schnitzler-la-ronde;11;5;0.22;0.15;2.81;3,25;caragiale-a-lost-letter;17;3;0.73;0.91;1.28;15,1,diameter,5.0,3.0,1.875,-0.125,1
26,15;inchbald-lovers-vows;15;3;0.54;0.85;1.53;12,6;shakespeare-hamlet;34;3;0.34;0.86;1.7;30,1,averagePathLength,1.53,1.7,0.21875000000000067,0.04875000000000074,1
27,14;tieck-puss-in-boots;48;3;0.45;0.87;1.61;43,22;madach-the-tragedy-of-man;103;3;0.23;0.97;1.78;99,1,maxDegree,43.0,99.0,17.46875,73.46875,2
28,17;pushkin-boris-godunov;79;6;0.11;0.92;3.03;29,16;goethe-faust-part-one;115;3;0.2;0.98;1.7;67,2,size,79.0,115.0,41.78125,77.78125,2
29,28;galdos-electra;15;3;0.53;0.85;1.48;13,14;tieck-puss-in-boots;48;3;0.45;0.87;1.61;43,2,maxDegree,13.0,43.0,-12.53125,17.46875,2
30,11;behn-the-rover-parts-one-and-two;43;3;0.38;0.84;1.62;41,22;madach-the-tragedy-of-man;103;3;0.23;0.97;1.78;99,2,maxDegree,41.0,99.0,15.46875,73.46875,2
31,9;racine-andromaque;8;3;0.43;0.64;1.79;5,17;pushkin-boris-godunov;79;6;0.11;0.92;3.03;29,2,size,8.0,79.0,-29.21875,41.78125,2
32,20;grabbe-napoleon-or-the-hundred-days;259;6;0.09;0.96;2.83;106,16;goethe-faust-part-one;115;3;0.2;0.98;1.7;67,2,size,259.0,115.0,221.78125,77.78125,1
33,5;marlowe-doctor-faustus-quarto-of-1616;46;4;0.16;0.91;1.91;42,28;galdos-electra;15;3;0.53;0.85;1.48;13,1,maxDegree,42.0,13.0,16.46875,-12.53125,1
34,18;mitford-rienzi;34;2;0.31;0.87;1.69;33,14;tieck-puss-in-boots;48;3;0.45;0.87;1.61;43,1,maxDegree,33.0,43.0,7.46875,17.46875,2
