turn,card1,card2,chooser,metric,value1,value2,div1,div2,winner
1,12;goldoni-the-servant-of-two-masters;13;3;0.59;0.87;1.42;11,1;aeschylus-the-persians;6;2;0.53;0.76;1.47;5,1,averagePathLength,1.42,1.47,0.32875000000000076,0.2787500000000007,1
2,32;beckett-waiting-for-godot;5;2;0.8;0.87;1.2;4,27;strindberg-miss-julie;3;1;1;1;1;2,1,averagePathLength,1.2,1.0,0.5487500000000007,0.7487500000000007,2
3,15;inchbald-lovers-vows;15;3;0.54;0.85;1.53;12,28;galdos-electra;15;3;0.53;0.85;1.48;13,2,averagePathLength,1.53,1.48,0.21875000000000067,0.2687500000000007,2
4,8;barca-life-is-a-dream;18;3;0.4;0.84;1.66;14,30;chekhov-the-cherry-orchard;14;2;0.73;0.86;1.28;12,2,averagePathLength,1.66,1.28,0.08875000000000077,0.46875000000000067,2
5,19;hugo-hernani-or-castilian-honour;30;3;0.29;0.89;1.92;24,3;euripides-electra;9;2;0.5;0.8;1.5;8,2,averagePathLength,1.92,1.5,-0.17124999999999924,0.2487500000000007,2
6,5;marlowe-doctor-faustus-quarto-of-1616;46;4;0.16;0.91;1.91;42,6;shakespeare-hamlet;34;3;0.34;0.86;1.7;30,2,maxDegree,42.0,30.0,16.46875,4.46875,1
7,24;ibsen-a-dolls-house;9;2;0.44;0.81;1.56;8,20;grabbe-napoleon-or-the-hundred-days;259;6;0.09;0.96;2.83;106,1,averagePathLength,1.56,2.83,0.18875000000000064,-1.0812499999999994,1
8,14;tieck-puss-in-boots;48;3;0.45;0.87;1.61;43,31;brecht-mother-courage-and-her-children;35;3;0.24;0.89;1.95;30,1,maxDegree,43.0,30.0,17.46875,4.46875,1
9,25;caragiale-a-lost-letter;17;3;0.73;0.91;1.28;15,21;gogol-the-government-inspector;30;3;0.5;0.88;1.52;26,1,averagePathLength,1.28,1.52,0.46875000000000067,0.22875000000000068,1
10,22;madach-the-tragedy-of-man;103;3;0.23;0.97;1.78;99,4;aristophanes-the-frogs;16;3;0.29;0.82;1.78;14,1,maxDegree,99.0,14.0,73.46875,-11.53125,1
11,26;tolstoy-the-power-of-darkness;24;4;0.25;0.79;2.11;14,29;schnitzler-la-ronde;11;5;0.22;0.15;2.81;3,1,diameter,4.0,5.0,0.875,1.875,2
12,23;kivi-heath-cobblers;25;4;0.39;0.85;1.71;21,7;jonson-volpone-or-the-fox;26;3;0.5;0.86;1.66;21,2,averagePathLength,1.71,1.66,0.03875000000000073,0.08875000000000077,2
13,18;mitford-rienzi;34;2;0.31;0.87;1.69;33,17;pushkin-boris-godunov;79;6;0.11;0.92;3.03;29,2,size,34.0,79.0,-3.21875,41.78125,2
14,2;sophocles-antigone;9;3;0.44;0.78;1.58;7,13;goethe-gotz-von-berlichingen-with-the-iron-hand;79;5;0.09;0.87;2.49;46,2,size,9.0,79.0,-28.21875,41.78125,2
15,11;behn-the-rover-parts-one-and-two;43;3;0.38;0.84;1.62;41,10;moliere-the-miser;13;2;0.62;0.83;1.39;12,2,averagePathLength,1.62,1.39,0.1287500000000006,0.3587500000000008,2
16,9;racine-andromaque;8;3;0.43;0.64;1.79;5,16;goethe-faust-part-one;115;3;0.2;0.98;1.7;67,2,size,8.0,115.0,-29.21875,77.78125,2
17,12;goldoni-the-servant-of-two-masters;13;3;0.59;0.87;1.42;11,32;beckett-waiting-for-godot;5;2;0.8;0.87;1.2;4,2,averagePathLength,1.42,1.2,0.32875000000000076,0.5487500000000007,2
18,1;aeschylus-the-persians;6;2;0.53;0.76;1.47;5,27;strindberg-miss-julie;3;1;1;1;1;2,2,averagePathLength,1.47,1.0,0.2787500000000007,0.7487500000000007,2
19,5;marlowe-doctor-faustus-quarto-of-1616;46;4;0.16;0.91;1.91;42,15;inchbald-lovers-vows;15;3;0.54;0.85;1.53;12,2,averagePathLength,1.91,1.53,-0.16124999999999923,0.21875000000000067,2
20,6;shakespeare-hamlet;34;3;0.34;0.86;1.7;30,28;galdos-electra;15;3;0.53;0.85;1.48;13,2,averagePathLength,1.7,1.48,0.04875000000000074,0.2687500000000007,2
21,24;ibsen-a-dolls-house;9;2;0.44;0.81;1.56;8,8;barca-life-is-a-dream;18;3;0.4;0.84;1.66;14,2,averagePathLength,1.56,1.66,0.18875000000000064,0.08875000000000077,1
