turn,card1,card2,chooser,metric,value1,value2,div1,div2,winner
1,23;kivi-heath-cobblers;25;4;0.39;0.85;1.71;21,6;shakespeare-hamlet;34;3;0.34;0.86;1.7;30,1,diameter,4.0,3.0,0.875,-0.125,1
2,19;hugo-hernani-or-castilian-honour;30;3;0.29;0.89;1.92;24,7;jonson-volpone-or-the-fox;26;3;0.5;0.86;1.66;21,1,averageClustering,0.89,0.86,0.05093750000000019,0.020937500000000164,1
3,9;racine-andromaque;8;3;0.43;0.64;1.79;5,3;euripides-electra;9;2;0.5;0.8;1.5;8,1,density,0.43,0.5,0.013749999999999929,0.08374999999999994,2
4,30;chekhov-the-cherry-orchard;14;2;0.73;0.86;1.28;12,13;goethe-gotz-von-berlichingen-with-the-iron-hand;79;5;0.09;0.87;2.49;46,2,size,14.0,79.0,-23.21875,41.78125,2
5,14;tieck-puss-in-boots;48;3;0.45;0.87;1.61;43,16;goethe-faust-part-one;115;3;0.2;0.98;1.7;67,2,size,48.0,115.0,10.78125,77.78125,2
6,17;pushkin-boris-godunov;79;6;0.11;0.92;3.03;29,4;aristophanes-the-frogs;16;3;0.29;0.82;1.78;14,2,averageClustering,0.92,0.82,0.08093750000000022,-0.01906249999999987,1
7,20;grabbe-napoleon-or-the-hundred-days;259;6;0.09;0.96;2.83;106,1;aeschylus-the-persians;6;2;0.53;0.76;1.47;5,1,size,259.0,6.0,221.78125,-31.21875,1
8,2;sophocles-antigone;9;3;0.44;0.78;1.58;7,24;ibsen-a-dolls-house;9;2;0.44;0.81;1.56;8,1,averagePathLength,1.58,1.56,0.16875000000000062,0.18875000000000064,2
9,11;behn-the-rover-parts-one-and-two;43;3;0.38;0.84;1.62;41,27;strindberg-miss-julie;3;1;1;1;1;2,2,averagePathLength,1.62,1.0,0.1287500000000006,0.7487500000000007,2
10,22;madach-the-tragedy-of-man;103;3;0.23;0.97;1.78;99,18;mitford-rienzi;34;2;0.31;0.87;1.69;33,2,maxDegree,99.0,33.0,73.46875,7.46875,1
11,29;schnitzler-la-ronde;11;5;0.22;0.15;2.81;3,10;moliere-the-miser;13;2;0.62;0.83;1.39;12,1,diameter,5.0,2.0,1.875,-1.125,1
12,15;inchbald-lovers-vows;15;3;0.54;0.85;1.53;12,5;marlowe-doctor-faustus-quarto-of-1616;46;4;0.16;0.91;1.91;42,1,averagePathLength,1.53,1.91,0.21875000000000067,-0.16124999999999923,1
13,32;beckett-waiting-for-godot;5;2;0.8;0.87;1.2;4,26;tolstoy-the-power-of-darkness;24;4;0.25;0.79;2.11;14,1,averagePathLength,1.2,2.11,0.5487500000000007,-0.3612499999999992,1
14,21;gogol-the-government-inspector;30;3;0.5;0.88;1.52;26,12;goldoni-the-servant-of-two-masters;13;3;0.59;0.87;1.42;11,1,maxDegree,26.0,11.0,0.46875,-14.53125,1
15,31;brecht-mother-courage-and-her-children;35;3;0.24;0.89;1.95;30,28;galdos-electra;15;3;0.53;0.85;1.48;13,1,maxDegree,30.0,13.0,4.46875,-12.53125,1
16,8;barca-life-is-a-dream;18;3;0.4;0.84;1.66;14,25;caragiale-a-lost-letter;17;3;0.73;0.91;1.28;15,1,averagePathLength,1.66,1.28,0.08875000000000077,0.46875000000000067,2
17,23;kivi-heath-cobblers;25;4;0.39;0.85;1.71;21,9;racine-andromaque;8;3;0.43;0.64;1.79;5,2,density,0.39,0.43,-0.02625000000000005,0.013749999999999929,2
18,6;shakespeare-hamlet;34;3;0.34;0.86;1.7;30,3;euripides-electra;9;2;0.5;0.8;1.5;8,2,averagePathLength,1.7,1.5,0.04875000000000074,0.2487500000000007,2
19,19;hugo-hernani-or-castilian-honour;30;3;0.29;0.89;1.92;24,30;chekhov-the-cherry-orchard;14;2;0.73;0.86;1.28;12,2,averagePathLength,1.92,1.28,-0.17124999999999924,0.46875000000000067,2
20,7;jonson-volpone-or-the-fox;26;3;0.5;0.86;1.66;21,13;goethe-gotz-von-berlichingen-with-the-iron-hand;79;5;0.09;0.87;2.49;46,2,size,26.0,79.0,-11.21875,41.78125,2
21,17;pushkin-boris-godunov;79;6;0.11;0.92;3.03;29,14;tieck-puss-in-boots;48;3;0.45;0.87;1.61;43,2,maxDegree,29.0,43.0,3.46875,17.46875,2
22,4;aristophanes-the-frogs;16;3;0.29;0.82;1.78;14,16;goethe-faust-part-one;115;3;0.2;0.98;1.7;67,2,size,16.0,115.0,-21.21875,77.78125,2
23,20;grabbe-napoleon-or-the-hundred-days;259;6;0.09;0.96;2.83;106,2;sophocles-antigone;9;3;0.44;0.78;1.58;7,2,averagePathLength,2.83,1.58,-1.0812499999999994,0.16875000000000062,2
24,1;aeschylus-the-persians;6;2;0.53;0.76;1.47;5,24;ibsen-a-dolls-house;9;2;0.44;0.81;1.56;8,2,averagePathLength,1.47,1.56,0.2787500000000007,0.18875000000000064,1
25,22;madach-the-tragedy-of-man;103;3;0.23;0.97;1.78;99,11;behn-the-rover-parts-one-and-two;43;3;0.38;0.84;1.62;41,1,maxDegree,99.0,41.0,73.46875,15.46875,1
26,18;mitford-rienzi;34;2;0.31;0.87;1.69;33,27;strindberg-miss-julie;3;1;1;1;1;2,1,maxDegree,33.0,2.0,7.46875,-23.53125,1
27,29;schnitzler-la-ronde;11;5;0.22;0.15;2.81;3,8;barca-life-is-a-dream;18;3;0.4;0.84;1.66;14,1,diameter,5.0,3.0,1.875,-0.125,1
28,10;moliere-the-miser;13;2;0.62;0.83;1.39;12,25;caragiale-a-lost-letter;17;3;0.73;0.91;1.28;15,1,averagePathLength,1.39,1.28,0.3587500000000008,0.46875000000000067,2
