turn,card1,card2,chooser,metric,value1,value2,div1,div2,winner
1,3;euripides-electra;9;2;0.5;0.8;1.5;8,24;ibsen-a-dolls-house;9;2;0.44;0.81;1.56;8,1,averagePathLength,1.5,1.56,0.2487500000000007,0.18875000000000064,1
2,1;aeschylus-the-persians;6;2;0.53;0.76;1.47;5,4;aristophanes-the-frogs;16;3;0.29;0.82;1.78;14,1,averagePathLength,1.47,1.78,0.2787500000000007,-0.031249999999999334,1
3,25;caragiale-a-lost-letter;17;3;0.73;0.91;1.28;15,22;madach-the-tragedy-of-man;103;3;0.23;0.97;1.78;99,1,averagePathLength,1.28,1.78,0.46875000000000067,-0.031249999999999334,1
4,27;strindberg-miss-julie;3;1;1;1;1;2,6;shakespeare-hamlet;34;3;0.34;0.86;1.7;30,1,averagePathLength,1.0,1.7,0.7487500000000007,0.04875000000000074,1
5,14;tieck-puss-in-boots;48;3;0.45;0.87;1.61;43,16;goethe-faust-part-one;115;3;0.2;0.98;1.7;67,1,maxDegree,43.0,67.0,17.46875,41.46875,2
6,28;galdos-electra;15;3;0.53;0.85;1.48;13,2;sophocles-antigone;9;3;0.44;0.78;1.58;7,2,averagePathLength,1.48,1.58,0.2687500000000007,0.16875000000000062,1
7,13;goethe-gotz-von-berlichingen-with-the-iron-hand;79;5;0.09;0.87;2.49;46,8;barca-life-is-a-dream;18;3;0.4;0.84;1.66;14,1,size,79.0,18.0,41.78125,-19.21875,1
8,15;inchbald-lovers-vows;15;3;0.54;0.85;1.53;12,21;gogol-the-government-inspector;30;3;0.5;0.88;1.52;26,1,averagePathLength,1.53,1.52,0.21875000000000067,0.22875000000000068,2
9,31;brecht-mother-courage-and-her-children;35;3;0.24;0.89;1.95;30,7;jonson-volpone-or-the-fox;26;3;0.5;0.86;1.66;21,2,averagePathLength,1.95,1.66,-0.20124999999999926,0.08875000000000077,2
10,29;schnitzler-la-ronde;11;5;0.22;0.15;2.81;3,23;kivi-heath-cobblers;25;4;0.39;0.85;1.71;21,2,diameter,5.0,4.0,1.875,0.875,1
11,17;pushkin-boris-godunov;79;6;0.11;0.92;3.03;29,30;chekhov-the-cherry-orchard;14;2;0.73;0.86;1.28;12,1,size,79.0,14.0,41.78125,-23.21875,1
12,5;marlowe-doctor-faustus-quarto-of-1616;46;4;0.16;0.91;1.91;42,10;moliere-the-miser;13;2;0.62;0.83;1.39;12,1,maxDegree,42.0,12.0,16.46875,-13.53125,1
