turn,card1,card2,chooser,metric,value1,value2,div1,div2,winner
1,9;racine-andromaque;8;3;0.43;0.64;1.79;5,13;goethe-gotz-von-berlichingen-with-the-iron-hand;79;5;0.09;0.87;2.49;46,1,density,0.43,0.09,0.013749999999999929,-0.32625000000000004,1
2,11;behn-the-rover-parts-one-and-two;43;3;0.38;0.84;1.62;41,19;hugo-hernani-or-castilian-honour;30;3;0.29;0.89;1.92;24,1,maxDegree,41.0,24.0,15.46875,-1.53125,1
3,5;marlowe-doctor-faustus-quarto-of-1616;46;4;0.16;0.91;1.91;42,20;grabbe-napoleon-or-the-hundred-days;259;6;0.09;0.96;2.83;106,1,maxDegree,42.0,106.0,16.46875,80.46875,2
4,10;moliere-the-miser;13;2;0.62;0.83;1.39;12,30;chekhov-the-cherry-orchard;14;2;0.73;0.86;1.28;12,2,averagePathLength,1.39,1.28,0.3587500000000008,0.46875000000000067,2
5,18;mitford-rienzi;34;2;0.31;0.87;1.69;33,7;jonson-volpone-or-the-fox;26;3;0.5;0.86;1.66;21,2,averagePathLength,1.69,1.66,0.058750000000000746,0.08875000000000077,2
6,4;aristophanes-the-frogs;16;3;0.29;0.82;1.78;14,23;kivi-heath-cobblers;25;4;0.39;0.85;1.71;21,2,diameter,3.0,4.0,-0.125,0.875,2
7,27;strindberg-miss-julie;3;1;1;1;1;2,21;gogol-the-government-inspector;30;3;0.5;0.88;1.52;26,2,maxDegree,2.0,26.0,-23.53125,0.46875,2
8,17;pushkin-boris-godunov;79;6;0.11;0.92;3.03;29,15;inchbald-lovers-vows;15;3;0.54;0.85;1.53;12,2,averagePathLength,3.03,1.53,-1.2812499999999991,0.21875000000000067,2
9,29;schnitzler-la-ronde;11;5;0.22;0.15;2.81;3,24;ibsen-a-dolls-house;9;2;0.44;0.81;1.56;8,2,averagePathLength,2.81,1.56,-1.0612499999999994,0.18875000000000064,2
10,25;caragiale-a-lost-letter;17;3;0.73;0.91;1.28;15,8;barca-life-is-a-dream;18;3;0.4;0.84;1.66;14,2,averagePathLength,1.28,1.66,0.46875000000000067,0.08875000000000077,1
11,6;shakespeare-hamlet;34;3;0.34;0.86;1.7;30,1;aeschylus-the-persians;6;2;0.53;0.76;1.47;5,1,maxDegree,30.0,5.0,4.46875,-20.53125,1
12,28;galdos-electra;15;3;0.53;0.85;1.48;13,14;tieck-puss-in-boots;48;3;0.45;0.87;1.61;43,1,averagePathLength,1.48,1.61,0.2687500000000007,0.1387500000000006,1
13,2;sophocles-antigone;9;3;0.44;0.78;1.58;7,16;goethe-faust-part-one;115;3;0.2;0.98;1.7;67,1,averagePathLength,1.58,1.7,0.16875000000000062,0.04875000000000074,1
14,32;beckett-waiting-for-godot;5;2;0.8;0.87;1.2;4,3;euripides-electra;9;2;0.5;0.8;1.5;8,1,averagePathLength,1.2,1.5,0.5487500000000007,0.2487500000000007,1
15,22;madach-the-tragedy-of-man;103;3;0.23;0.97;1.78;99,26;tolstoy-the-power-of-darkness;24;4;0.25;0.79;2.11;14,1,maxDegree,99.0,14.0,73.46875,-11.53125,1
16,31;brecht-mother-courage-and-her-children;35;3;0.24;0.89;1.95;30,12;goldoni-the-servant-of-two-masters;13;3;0.59;0.87;1.42;11,1,maxDegree,30.0,11.0,4.46875,-14.53125,1
17,9;racine-andromaque;8;3;0.43;0.64;1.79;5,5;marlowe-doctor-faustus-quarto-of-1616;46;4;0.16;0.91;1.91;42,1,density,0.43,0.16,0.013749999999999929,-0.2562500000000001,1
18,13;goethe-gotz-von-berlichingen-with-the-iron-hand;79;5;0.09;0.87;2.49;46,20;grabbe-napoleon-or-the-hundred-days;259;6;0.09;0.96;2.83;106,1,size,79.0,259.0,41.78125,221.78125,2
19,11;behn-the-rover-parts-one-and-two;43;3;0.38;0.84;1.62;41,10;moliere-the-miser;13;2;0.62;0.83;1.39;12,2,averagePathLength,1.62,1.39,0.1287500000000006,0.3587500000000008,2
20,19;hugo-hernani-or-castilian-honour;30;3;0.29;0.89;1.92;24,30;chekhov-the-cherry-orchard;14;2;0.73;0.86;1.28;12,2,averagePathLength,1.92,1.28,-0.17124999999999924,0.46875000000000067,2
21,25;caragiale-a-lost-letter;17;3;0.73;0.91;1.28;15,18;mitford-rienzi;34;2;0.31;0.87;1.69;33,2,maxDegree,15.0,33.0,-10.53125,7.46875,2
22,8;barca-life-is-a-dream;18;3;0.4;0.84;1.66;14,7;jonson-volpone-or-the-fox;26;3;0.5;0.86;1.66;21,2,averagePathLength,1.66,1.66,0.08875000000000077,0.08875000000000077,0
23,1;aeschylus-the-persians;6;2;0.53;0.76;1.47;5,23;kivi-heath-cobblers;25;4;0.39;0.85;1.71;21,1,averagePathLength,1.47,1.71,0.2787500000000007,0.03875000000000073,1
24,28;galdos-electra;15;3;0.53;0.85;1.48;13,27;strindberg-miss-julie;3;1;1;1;1;2,1,averagePathLength,1.48,1.0,0.2687500000000007,0.7487500000000007,2
25,14;tieck-puss-in-boots;48;3;0.45;0.87;1.61;43,21;gogol-the-government-inspector;30;3;0.5;0.88;1.52;26,2,maxDegree,43.0,26.0,17.46875,0.46875,1
26,2;sophocles-antigone;9;3;0.44;0.78;1.58;7,17;pushkin-boris-godunov;79;6;0.11;0.92;3.03;29,1,averagePathLength,1.58,3.03,0.16875000000000062,-1.2812499999999991,1
27,16;goethe-faust-part-one;115;3;0.2;0.98;1.7;67,15;inchbald-lovers-vows;15;3;0.54;0.85;1.53;12,1,size,115.0,15.0,77.78125,-22.21875,1
28,32;beckett-waiting-for-godot;5;2;0.8;0.87;1.2;4,29;schnitzler-la-ronde;11;5;0.22;0.15;2.81;3,1,averagePathLength,1.2,2.81,0.5487500000000007,-1.0612499999999994,1
29,3;euripides-electra;9;2;0.5;0.8;1.5;8,24;ibsen-a-dolls-house;9;2;0.44;0.81;1.56;8,1,averagePathLength,1.5,1.56,0.2487500000000007,0.18875000000000064,1
30,22;madach-the-tragedy-of-man;103;3;0.23;0.97;1.78;99,13;goethe-gotz-von-berlichingen-with-the-iron-hand;79;5;0.09;0.87;2.49;46,1,maxDegree,99.0,46.0,73.46875,20.46875,1
31,26;tolstoy-the-power-of-darkness;24;4;0.25;0.79;2.11;14,20;grabbe-napoleon-or-the-hundred-days;259;6;0.09;0.96;2.83;106,1,diameter,4.0,6.0,0.875,2.875,2
32,31;brecht-mother-courage-and-her-children;35;3;0.24;0.89;1.95;30,11;behn-the-rover-parts-one-and-two;43;3;0.38;0.84;1.62;41,2,maxDegree,30.0,41.0,4.46875,15.46875,2
33,12;goldoni-the-servant-of-two-masters;13;3;0.59;0.87;1.42;11,10;moliere-the-miser;13;2;0.62;0.83;1.39;12,2,averagePathLength,1.42,1.39,0.32875000000000076,0.3587500000000008,2
34,9;racine-andromaque;8;3;0.43;0.64;1.79;5,19;hugo-hernani-or-castilian-honour;30;3;0.29;0.89;1.92;24,2,averageClustering,0.64,0.89,-0.1990624999999998,0.05093750000000019,2
35,5;marlowe-doctor-faustus-quarto-of-1616;46;4;0.16;0.91;1.91;42,30;chekhov-the-cherry-orchard;14;2;0.73;0.86;1.28;12,2,averagePathLength,1.91,1.28,-0.16124999999999923,0.46875000000000067,2
