turn,card1,card2,chooser,metric,value1,value2,div1,div2,winner
1,9;racine-andromaque;8;3;0.43;0.64;1.79;5,25;caragiale-a-lost-letter;17;3;0.73;0.91;1.28;15,1,density,0.43,0.73,0.013749999999999929,0.3137499999999999,2
2,29;schnitzler-la-ronde;11;5;0.22;0.15;2.81;3,15;inchbald-lovers-vows;15;3;0.54;0.85;1.53;12,2,averagePathLength,2.81,1.53,-1.0612499999999994,0.21875000000000067,2
3,10;moliere-the-miser;13;2;0.62;0.83;1.39;12,27;strindberg-miss-julie;3;1;1;1;1;2,2,averagePathLength,1.39,1.0,0.3587500000000008,0.7487500000000007,2
4,30;chekhov-the-cherry-orchard;14;2;0.73;0.86;1.28;12,16;goethe-faust-part-one;115;3;0.2;0.98;1.7;67,2,size,14.0,115.0,-23.21875,77.78125,2
5,23;kivi-heath-cobblers;25;4;0.39;0.85;1.71;21,2;sophocles-antigone;9;3;0.44;0.78;1.58;7,2,averagePathLength,1.71,1.58,0.03875000000000073,0.16875000000000062,2
6,14;tieck-puss-in-boots;48;3;0.45;0.87;1.61;43,3;euripides-electra;9;2;0.5;0.8;1.5;8,2,averagePathLength,1.61,1.5,0.1387500000000006,0.2487500000000007,2
7,26;tolstoy-the-power-of-darkness;24;4;0.25;0.79;2.11;14,13;goethe-gotz-von-berlichingen-with-the-iron-hand;79;5;0.09;0.87;2.49;46,2,size,24.0,79.0,-13.21875,41.78125,2
8,21;gogol-the-government-inspector;30;3;0.5;0.88;1.52;26,31;brecht-mother-courage-and-her-children;35;3;0.24;0.89;1.95;30,2,maxDegree,26.0,30.0,0.46875,4.46875,2
9,7;jonson-volpone-or-the-fox;26;3;0.5;0.86;1.66;21,28;galdos-electra;15;3;0.53;0.85;1.48;13,2,averagePathLength,1.66,1.48,0.08875000000000077,0.2687500000000007,2
10,1;aeschylus-the-persians;6;2;0.53;0.76;1.47;5,32;beckett-waiting-for-godot;5;2;0.8;0.87;1.2;4,2,averagePathLength,1.47,1.2,0.2787500000000007,0.5487500000000007,2
11,18;mitford-rienzi;34;2;0.31;0.87;1.69;33,5;marlowe-doctor-faustus-quarto-of-1616;46;4;0.16;0.91;1.91;42,2,maxDegree,33.0,42.0,7.46875,16.46875,2
12,20;grabbe-napoleon-or-the-hundred-days;259;6;0.09;0.96;2.83;106,4;aristophanes-the-frogs;16;3;0.29;0.82;1.78;14,2,averageClustering,0.96,0.82,0.12093750000000014,-0.01906249999999987,1
13,24;ibsen-a-dolls-house;9;2;0.44;0.81;1.56;8,22;madach-the-tragedy-of-man;103;3;0.23;0.97;1.78;99,1,averagePathLength,1.56,1.78,0.18875000000000064,-0.031249999999999334,1
14,17;pushkin-boris-godunov;79;6;0.11;0.92;3.03;29,12;goldoni-the-servant-of-two-masters;13;3;0.59;0.87;1.42;11,1,size,79.0,13.0,41.78125,-24.21875,1
15,6;shakespeare-hamlet;34;3;0.34;0.86;1.7;30,19;hugo-hernani-or-castilian-honour;30;3;0.29;0.89;1.92;24,1,maxDegree,30.0,24.0,4.46875,-1.53125,1
16,11;behn-the-rover-parts-one-and-two;43;3;0.38;0.84;1.62;41,8;barca-life-is-a-dream;18;3;0.4;0.84;1.66;14,1,maxDegree,41.0,14.0,15.46875,-11.53125,1
17,20;grabbe-napoleon-or-the-hundred-days;259;6;0.09;0.96;2.83;106,9;racine-andromaque;8;3;0.43;0.64;1.79;5,1,size,259.0,8.0,221.78125,-29.21875,1
18,4;aristophanes-the-frogs;16;3;0.29;0.82;1.78;14,25;caragiale-a-lost-letter;17;3;0.73;0.91;1.28;15,1,averageClustering,0.82,0.91,-0.01906249999999987,0.07093750000000021,2
19,24;ibsen-a-dolls-house;9;2;0.44;0.81;1.56;8,29;schnitzler-la-ronde;11;5;0.22;0.15;2.81;3,2,diameter,2.0,5.0,-1.125,1.875,2
20,22;madach-the-tragedy-of-man;103;3;0.23;0.97;1.78;99,15;inchbald-lovers-vows;15;3;0.54;0.85;1.53;12,2,averagePathLength,1.78,1.53,-0.031249999999999334,0.21875000000000067,2
21,17;pushkin-boris-godunov;79;6;0.11;0.92;3.03;29,10;moliere-the-miser;13;2;0.62;0.83;1.39;12,2,averagePathLength,3.03,1.39,-1.2812499999999991,0.3587500000000008,2
22,12;goldoni-the-servant-of-two-masters;13;3;0.59;0.87;1.42;11,27;strindberg-miss-julie;3;1;1;1;1;2,2,averagePathLength,1.42,1.0,0.32875000000000076,0.7487500000000007,2
23,6;shakespeare-hamlet;34;3;0.34;0.86;1.7;30,30;chekhov-the-cherry-orchard;14;2;0.73;0.86;1.28;12,2,averagePathLength,1.7,1.28,0.04875000000000074,0.46875000000000067,2
24,19;hugo-hernani-or-castilian-honour;30;3;0.29;0.89;1.92;24,16;goethe-faust-part-one;115;3;0.2;0.98;1.7;67,2,size,30.0,115.0,-7.21875,77.78125,2
25,11;behn-the-rover-parts-one-and-two;43;3;0.38;0.84;1.62;41,23;kivi-heath-cobblers;25;4;0.39;0.85;1.71;21,2,diameter,3.0,4.0,-0.125,0.875,2
26,8;barca-life-is-a-dream;18;3;0.4;0.84;1.66;14,2;sophocles-antigone;9;3;0.44;0.78;1.58;7,2,averagePathLength,1.66,1.58,0.08875000000000077,0.16875000000000062,2
27,20;grabbe-napoleon-or-the-hundred-days;259;6;0.09;0.96;2.83;106,14;tieck-puss-in-boots;48;3;0.45;0.87;1.61;43,2,maxDegree,106.0,43.0,80.46875,17.46875,1
28,9;racine-andromaque;8;3;0.43;0.64;1.79;5,3;euripides-electra;9;2;0.5;0.8;1.5;8,1,density,0.43,0.5,0.013749999999999929,0.08374999999999994,2
29,20;grabbe-napoleon-or-the-hundred-days;259;6;0.09;0.96;2.83;106,26;tolstoy-the-power-of-darkness;24;4;0.25;0.79;2.11;14,2,diameter,6.0,4.0,2.875,0.875,1
30,14;tieck-puss-in-boots;48;3;0.45;0.87;1.61;43,13;goethe-gotz-von-berlichingen-with-the-iron-hand;79;5;0.09;0.87;2.49;46,1,maxDegree,43.0,46.0,17.46875,20.46875,2
31,20;grabbe-napoleon-or-the-hundred-days;259;6;0.09;0.96;2.83;106,21;gogol-the-government-inspector;30;3;0.5;0.88;1.52;26,2,maxDegree,106.0,26.0,80.46875,0.46875,1
32,26;tolstoy-the-power-of-darkness;24;4;0.25;0.79;2.11;14,31;brecht-mother-courage-and-her-children;35;3;0.24;0.89;1.95;30,1,diameter,4.0,3.0,0.875,-0.125,1
33,20;grabbe-napoleon-or-the-hundred-days;259;6;0.09;0.96;2.83;106,7;jonson-volpone-or-the-fox;26;3;0.5;0.86;1.66;21,1,size,259.0,26.0,221.78125,-11.21875,1
34,21;gogol-the-government-inspector;30;3;0.5;0.88;1.52;26,28;galdos-electra;15;3;0.53;0.85;1.48;13,1,maxDegree,26.0,13.0,0.46875,-12.53125,1
35,26;tolstoy-the-power-of-darkness;24;4;0.25;0.79;2.11;14,1;aeschylus-the-persians;6;2;0.53;0.76;1.47;5,1,diameter,4.0,2.0,0.875,-1.125,1
36,31;brecht-mother-courage-and-her-children;35;3;0.24;0.89;1.95;30,32;beckett-waiting-for-godot;5;2;0.8;0.87;1.2;4,1,maxDegree,30.0,4.0,4.46875,-21.53125,1
37,20;grabbe-napoleon-or-the-hundred-days;259;6;0.09;0.96;2.83;106,18;mitford-rienzi;34;2;0.31;0.87;1.69;33,1,size,259.0,34.0,221.78125,-3.21875,1
38,7;jonson-volpone-or-the-fox;26;3;0.5;0.86;1.66;21,5;marlowe-doctor-faustus-quarto-of-1616;46;4;0.16;0.91;1.91;42,1,averagePathLength,1.66,1.91,0.08875000000000077,-0.16124999999999923,1
39,21;gogol-the-government-inspector;30;3;0.5;0.88;1.52;26,4;aristophanes-the-frogs;16;3;0.29;0.82;1.78;14,1,maxDegree,26.0,14.0,0.46875,-11.53125,1
40,28;galdos-electra;15;3;0.53;0.85;1.48;13,25;caragiale-a-lost-letter;17;3;0.73;0.91;1.28;15,1,averagePathLength,1.48,1.28,0.2687500000000007,0.46875000000000067,2
41,26;tolstoy-the-power-of-darkness;24;4;0.25;0.79;2.11;14,24;ibsen-a-dolls-house;9;2;0.44;0.81;1.56;8,2,averagePathLength,2.11,1.56,-0.3612499999999992,0.18875000000000064,2
42,1;aeschylus-the-persians;6;2;0.53;0.76;1.47;5,29;schnitzler-la-ronde;11;5;0.22;0.15;2.81;3,2,diameter,2.0,5.0,-1.125,1.875,2
43,31;brecht-mother-courage-and-her-children;35;3;0.24;0.89;1.95;30,22;madach-the-tragedy-of-man;103;3;0.23;0.97;1.78;99,2,maxDegree,30.0,99.0,4.46875,73.46875,2
44,32;beckett-waiting-for-godot;5;2;0.8;0.87;1.2;4,15;inchbald-lovers-vows;15;3;0.54;0.85;1.53;12,2,averagePathLength,1.2,1.53,0.5487500000000007,0.21875000000000067,1
45,20;grabbe-napoleon-or-the-hundred-days;259;6;0.09;0.96;2.83;106,17;pushkin-boris-godunov;79;6;0.11;0.92;3.03;29,1,size,259.0,79.0,221.78125,41.78125,1
46,18;mitford-rienzi;34;2;0.31;0.87;1.69;33,10;moliere-the-miser;13;2;0.62;0.83;1.39;12,1,maxDegree,33.0,12.0,7.46875,-13.53125,1
47,7;jonson-volpone-or-the-fox;26;3;0.5;0.86;1.66;21,12;goldoni-the-servant-of-two-masters;13;3;0.59;0.87;1.42;11,1,averagePathLength,1.66,1.42,0.08875000000000077,0.32875000000000076,2
48,5;marlowe-doctor-faustus-quarto-of-1616;46;4;0.16;0.91;1.91;42,27;strindberg-miss-julie;3;1;1;1;1;2,2,averagePathLength,1.91,1.0,-0.16124999999999923,0.7487500000000007,2
49,21;gogol-the-government-inspector;30;3;0.5;0.88;1.52;26,6;shakespeare-hamlet;34;3;0.34;0.86;1.7;30,2,maxDegree,26.0,30.0,0.46875,4.46875,2
50,4;aristophanes-the-frogs;16;3;0.29;0.82;1.78;14,30;chekhov-the-cherry-orchard;14;2;0.73;0.86;1.28;12,2,averagePathLength,1.78,1.28,-0.031249999999999334,0.46875000000000067,2
51,32;beckett-waiting-for-godot;5;2;0.8;0.87;1.2;4,19;hugo-hernani-or-castilian-honour;30;3;0.29;0.89;1.92;24,2,averageClustering,0.87,0.89,0.030937500000000173,0.05093750000000019,2
52,15;inchbald-lovers-vows;15;3;0.54;0.85;1.53;12,16;goethe-faust-part-one;115;3;0.2;0.98;1.7;67,2,size,15.0,115.0,-22.21875,77.78125,2
53,20;grabbe-napoleon-or-the-hundred-days;259;6;0.09;0.96;2.83;106,11;behn-the-rover-parts-one-and-two;43;3;0.38;0.84;1.62;41,2,maxDegree,106.0,41.0,80.46875,15.46875,1
54,17;pushkin-boris-godunov;79;6;0.11;0.92;3.03;29,23;kivi-heath-cobblers;25;4;0.39;0.85;1.71;21,1,size,79.0,25.0,41.78125,-12.21875,1
55,18;mitford-rienzi;34;2;0.31;0.87;1.69;33,8;barca-life-is-a-dream;18;3;0.4;0.84;1.66;14,1,maxDegree,33.0,14.0,7.46875,-11.53125,1
56,10;moliere-the-miser;13;2;0.62;0.83;1.39;12,2;sophocles-antigone;9;3;0.44;0.78;1.58;7,1,averagePathLength,1.39,1.58,0.3587500000000008,0.16875000000000062,1
57,20;grabbe-napoleon-or-the-hundred-days;259;6;0.09;0.96;2.83;106,9;racine-andromaque;8;3;0.43;0.64;1.79;5,1,size,259.0,8.0,221.78125,-29.21875,1
58,11;behn-the-rover-parts-one-and-two;43;3;0.38;0.84;1.62;41,3;euripides-electra;9;2;0.5;0.8;1.5;8,1,maxDegree,41.0,8.0,15.46875,-17.53125,1
59,17;pushkin-boris-godunov;79;6;0.11;0.92;3.03;29,14;tieck-puss-in-boots;48;3;0.45;0.87;1.61;43,1,size,79.0,48.0,41.78125,10.78125,1
60,23;kivi-heath-cobblers;25;4;0.39;0.85;1.71;21,13;goethe-gotz-von-berlichingen-with-the-iron-hand;79;5;0.09;0.87;2.49;46,1,diameter,4.0,5.0,0.875,1.875,2
61,18;mitford-rienzi;34;2;0.31;0.87;1.69;33,28;galdos-electra;15;3;0.53;0.85;1.48;13,2,averagePathLength,1.69,1.48,0.058750000000000746,0.2687500000000007,2
62,8;barca-life-is-a-dream;18;3;0.4;0.84;1.66;14,25;caragiale-a-lost-letter;17;3;0.73;0.91;1.28;15,2,averagePathLength,1.66,1.28,0.08875000000000077,0.46875000000000067,2
