turn,card1,card2,chooser,metric,value1,value2,div1,div2,winner
1,25;caragiale-a-lost-letter;17;3;0.73;0.91;1.28;15,17;pushkin-boris-godunov;79;6;0.11;0.92;3.03;29,1,averagePathLength,1.28,3.03,0.46875000000000067,-1.2812499999999991,1
2,23;kivi-heath-cobblers;25;4;0.39;0.85;1.71;21,1;aeschylus-the-persians;6;2;0.53;0.76;1.47;5,1,diameter,4.0,2.0,0.875,-1.125,1
3,29;schnitzler-la-ronde;11;5;0.22;0.15;2.81;3,15;inchbald-lovers-vows;15;3;0.54;0.85;1.53;12,1,diameter,5.0,3.0,1.875,-0.125,1
4,14;tieck-puss-in-boots;48;3;0.45;0.87;1.61;43,3;euripides-electra;9;2;0.5;0.8;1.5;8,1,maxDegree,43.0,8.0,17.46875,-17.53125,1
5,26;tolstoy-the-power-of-darkness;24;4;0.25;0.79;2.11;14,10;moliere-the-miser;13;2;0.62;0.83;1.39;12,1,diameter,4.0,2.0,0.875,-1.125,1
6,32;beckett-waiting-for-godot;5;2;0.8;0.87;1.2;4,22;madach-the-tragedy-of-man;103;3;0.23;0.97;1.78;99,1,averagePathLength,1.2,1.78,0.5487500000000007,-0.031249999999999334,1
7,16;goethe-faust-part-one;115;3;0.2;0.98;1.7;67,13;goethe-gotz-von-berlichingen-with-the-iron-hand;79;5;0.09;0.87;2.49;46,1,size,115.0,79.0,77.78125,41.78125,1
8,8;barca-life-is-a-dream;18;3;0.4;0.84;1.66;14,9;racine-andromaque;8;3;0.43;0.64;1.79;5,1,averagePathLength,1.66,1.79,0.08875000000000077,-0.04124999999999934,1
9,4;aristophanes-the-frogs;16;3;0.29;0.82;1.78;14,7;jonson-volpone-or-the-fox;26;3;0.5;0.86;1.66;21,1,averageClustering,0.82,0.86,-0.01906249999999987,0.020937500000000164,2
10,19;hugo-hernani-or-castilian-honour;30;3;0.29;0.89;1.92;24,12;goldoni-the-servant-of-two-masters;13;3;0.59;0.87;1.42;11,2,averagePathLength,1.92,1.42,-0.17124999999999924,0.32875000000000076,2
11,24;ibsen-a-dolls-house;9;2;0.44;0.81;1.56;8,30;chekhov-the-cherry-orchard;14;2;0.73;0.86;1.28;12,2,averagePathLength,1.56,1.28,0.18875000000000064,0.46875000000000067,2
12,31;brecht-mother-courage-and-her-children;35;3;0.24;0.89;1.95;30,18;mitford-rienzi;34;2;0.31;0.87;1.69;33,2,maxDegree,30.0,33.0,4.46875,7.46875,2
13,27;strindberg-miss-julie;3;1;1;1;1;2,6;shakespeare-hamlet;34;3;0.34;0.86;1.7;30,2,maxDegree,2.0,30.0,-23.53125,4.46875,2
14,20;grabbe-napoleon-or-the-hundred-days;259;6;0.09;0.96;2.83;106,11;behn-the-rover-parts-one-and-two;43;3;0.38;0.84;1.62;41,2,maxDegree,106.0,41.0,80.46875,15.46875,1
15,2;sophocles-antigone;9;3;0.44;0.78;1.58;7,21;gogol-the-government-inspector;30;3;0.5;0.88;1.52;26,1,averagePathLength,1.58,1.52,0.16875000000000062,0.22875000000000068,2
16,28;galdos-electra;15;3;0.53;0.85;1.48;13,5;marlowe-doctor-faustus-quarto-of-1616;46;4;0.16;0.91;1.91;42,2,maxDegree,13.0,42.0,-12.53125,16.46875,2
17,25;caragiale-a-lost-letter;17;3;0.73;0.91;1.28;15,4;aristophanes-the-frogs;16;3;0.29;0.82;1.78;14,2,averageClustering,0.91,0.82,0.07093750000000021,-0.01906249999999987,1
18,17;pushkin-boris-godunov;79;6;0.11;0.92;3.03;29,7;jonson-volpone-or-the-fox;26;3;0.5;0.86;1.66;21,1,size,79.0,26.0,41.78125,-11.21875,1
19,23;kivi-heath-cobblers;25;4;0.39;0.85;1.71;21,19;hugo-hernani-or-castilian-honour;30;3;0.29;0.89;1.92;24,1,diameter,4.0,3.0,0.875,-0.125,1
20,1;aeschylus-the-persians;6;2;0.53;0.76;1.47;5,12;goldoni-the-servant-of-two-masters;13;3;0.59;0.87;1.42;11,1,averagePathLength,1.47,1.42,0.2787500000000007,0.32875000000000076,2
21,29;schnitzler-la-ronde;11;5;0.22;0.15;2.81;3,24;ibsen-a-dolls-house;9;2;0.44;0.81;1.56;8,2,averagePathLength,2.81,1.56,-1.0612499999999994,0.18875000000000064,2
22,15;inchbald-lovers-vows;15;3;0.54;0.85;1.53;12,30;chekhov-the-cherry-orchard;14;2;0.73;0.86;1.28;12,2,averagePathLength,1.53,1.28,0.21875000000000067,0.46875000000000067,2
23,14;tieck-puss-in-boots;48;3;0.45;0.87;1.61;43,31;brecht-mother-courage-and-her-children;35;3;0.24;0.89;1.95;30,2,maxDegree,43.0,30.0,17.46875,4.46875,1
24,3;euripides-electra;9;2;0.5;0.8;1.5;8,18;mitford-rienzi;34;2;0.31;0.87;1.69;33,1,averagePathLength,1.5,1.69,0.2487500000000007,0.058750000000000746,1
25,26;tolstoy-the-power-of-darkness;24;4;0.25;0.79;2.11;14,27;strindberg-miss-julie;3;1;1;1;1;2,1,diameter,4.0,1.0,0.875,-2.125,1
26,10;moliere-the-miser;13;2;0.62;0.83;1.39;12,6;shakespeare-hamlet;34;3;0.34;0.86;1.7;30,1,averagePathLength,1.39,1.7,0.3587500000000008,0.04875000000000074,1
27,32;beckett-waiting-for-godot;5;2;0.8;0.87;1.2;4,2;sophocles-antigone;9;3;0.44;0.78;1.58;7,1,averagePathLength,1.2,1.58,0.5487500000000007,0.16875000000000062,1
