turn,card1,card2,chooser,metric,value1,value2,div1,div2,winner
1,14;tieck-puss-in-boots;48;3;0.45;0.87;1.61;43,13;goethe-gotz-von-berlichingen-with-the-iron-hand;79;5;0.09;0.87;2.49;46,1,maxDegree,43.0,46.0,17.46875,20.46875,2
2,24;ibsen-a-dolls-house;9;2;0.44;0.81;1.56;8,32;beckett-waiting-for-godot;5;2;0.8;0.87;1.2;4,2,averagePathLength,1.56,1.2,0.18875000000000064,0.5487500000000007,2
3,10;moliere-the-miser;13;2;0.62;0.83;1.39;12,15;inchbald-lovers-vows;15;3;0.54;0.85;1.53;12,2,averagePathLength,1.39,1.53,0.3587500000000008,0.21875000000000067,1
4,11;behn-the-rover-parts-one-and-two;43;3;0.38;0.84;1.62;41,5;marlowe-doctor-faustus-quarto-of-1616;46;4;0.16;0.91;1.91;42,1,maxDegree,41.0,42.0,15.46875,16.46875,2
5,20;grabbe-napoleon-or-the-hundred-days;259;6;0.09;0.96;2.83;106,6;shakespeare-hamlet;34;3;0.34;0.86;1.7;30,2,maxDegree,106.0,30.0,80.46875,4.46875,1
6,26;tolstoy-the-power-of-darkness;24;4;0.25;0.79;2.11;14,2;sophocles-antigone;9;3;0.44;0.78;1.58;7,1,diameter,4.0,3.0,0.875,-0.125,1
7,31;brecht-mother-courage-and-her-children;35;3;0.24;0.89;1.95;30,3;euripides-electra;9;2;0.5;0.8;1.5;8,1,maxDegree,30.0,8.0,4.46875,-17.53125,1
8,23;kivi-heath-cobblers;25;4;0.39;0.85;1.71;21,28;galdos-electra;15;3;0.53;0.85;1.48;13,1,diameter,4.0,3.0,0.875,-0.125,1
9,22;madach-the-tragedy-of-man;103;3;0.23;0.97;1.78;99,30;chekhov-the-cherry-orchard;14;2;0.73;0.86;1.28;12,1,maxDegree,99.0,12.0,73.46875,-13.53125,1
10,25;caragiale-a-lost-letter;17;3;0.73;0.91;1.28;15,18;mitford-rienzi;34;2;0.31;0.87;1.69;33,1,averagePathLength,1.28,1.69,0.46875000000000067,0.058750000000000746,1
11,1;aeschylus-the-persians;6;2;0.53;0.76;1.47;5,4;aristophanes-the-frogs;16;3;0.29;0.82;1.78;14,1,averagePathLength,1.47,1.78,0.2787500000000007,-0.031249999999999334,1
12,12;goldoni-the-servant-of-two-masters;13;3;0.59;0.87;1.42;11,9;racine-andromaque;8;3;0.43;0.64;1.79;5,1,averagePathLength,1.42,1.79,0.32875000000000076,-0.04124999999999934,1
