turn,card1,card2,chooser,metric,value1,value2,div1,div2,winner
1,29;schnitzler-la-ronde;11;5;0.22;0.15;2.81;3,24;ibsen-a-dolls-house;9;2;0.44;0.81;1.56;8,1,diameter,5.0,2.0,1.875,-1.125,1
2,6;shakespeare-hamlet;34;3;0.34;0.86;1.7;30,17;pushkin-boris-godunov;79;6;0.11;0.92;3.03;29,1,maxDegree,30.0,29.0,4.46875,3.46875,1
3,3;euripides-electra;9;2;0.5;0.8;1.5;8,27;strindberg-miss-julie;3;1;1;1;1;2,1,averagePathLength,1.5,1.0,0.2487500000000007,0.7487500000000007,2
4,4;aristophanes-the-frogs;16;3;0.29;0.82;1.78;14,19;hugo-hernani-or-castilian-honour;30;3;0.29;0.89;1.92;24,2,averageClustering,0.82,0.89,-0.01906249999999987,0.05093750000000019,2
5,20;grabbe-napoleon-or-the-hundred-days;259;6;0.09;0.96;2.83;106,7;jonson-volpone-or-the-fox;26;3;0.5;0.86;1.66;21,2,averagePathLength,2.83,1.66,-1.0812499999999994,0.08875000000000077,2
6,2;sophocles-antigone;9;3;0.44;0.78;1.58;7,22;madach-the-tragedy-of-man;103;3;0.23;0.97;1.78;99,2,maxDegree,7.0,99.0,-18.53125,73.46875,2
7,9;racine-andromaque;8;3;0.43;0.64;1.79;5,12;goldoni-the-servant-of-two-masters;13;3;0.59;0.87;1.42;11,2,averagePathLength,1.79,1.42,-0.04124999999999934,0.32875000000000076,2
8,8;barca-life-is-a-dream;18;3;0.4;0.84;1.66;14,31;brecht-mother-courage-and-her-children;35;3;0.24;0.89;1.95;30,2,maxDegree,14.0,30.0,-11.53125,4.46875,2
9,18;mitford-rienzi;34;2;0.31;0.87;1.69;33,11;behn-the-rover-parts-one-and-two;43;3;0.38;0.84;1.62;41,2,maxDegree,33.0,41.0,7.46875,15.46875,2
10,15;inchbald-lovers-vows;15;3;0.54;0.85;1.53;12,25;caragiale-a-lost-letter;17;3;0.73;0.91;1.28;15,2,averagePathLength,1.53,1.28,0.21875000000000067,0.46875000000000067,2
11,21;gogol-the-government-inspector;30;3;0.5;0.88;1.52;26,30;chekhov-the-cherry-orchard;14;2;0.73;0.86;1.28;12,2,averagePathLength,1.52,1.28,0.22875000000000068,0.46875000000000067,2
12,5;marlowe-doctor-faustus-quarto-of-1616;46;4;0.16;0.91;1.91;42,10;moliere-the-miser;13;2;0.62;0.83;1.39;12,2,averagePathLength,1.91,1.39,-0.16124999999999923,0.3587500000000008,2
13,13;goethe-gotz-von-berlichingen-with-the-iron-hand;79;5;0.09;0.87;2.49;46,26;tolstoy-the-power-of-darkness;24;4;0.25;0.79;2.11;14,2,diameter,5.0,4.0,1.875,0.875,1
14,28;galdos-electra;15;3;0.53;0.85;1.48;13,16;goethe-faust-part-one;115;3;0.2;0.98;1.7;67,1,averagePathLength,1.48,1.7,0.2687500000000007,0.04875000000000074,1
