turn,card1,card2,chooser,metric,value1,value2,div1,div2,winner
1,12;goldoni-the-servant-of-two-masters;13;3;0.59;0.87;1.42;11,4;aristophanes-the-frogs;16;3;0.29;0.82;1.78;14,1,averagePathLength,1.42,1.78,0.32875000000000076,-0.031249999999999334,1
2,19;hugo-hernani-or-castilian-honour;30;3;0.29;0.89;1.92;24,26;tolstoy-the-power-of-darkness;24;4;0.25;0.79;2.11;14,1,averageClustering,0.89,0.79,0.05093750000000019,-0.04906249999999979,1
3,16;goethe-faust-part-one;115;3;0.2;0.98;1.7;67,31;brecht-mother-courage-and-her-children;35;3;0.24;0.89;1.95;30,1,size,115.0,35.0,77.78125,-2.21875,1
4,32;beckett-waiting-for-godot;5;2;0.8;0.87;1.2;4,29;schnitzler-la-ronde;11;5;0.22;0.15;2.81;3,1,averagePathLength,1.2,2.81,0.5487500000000007,-1.0612499999999994,1
5,23;kivi-heath-cobblers;25;4;0.39;0.85;1.71;21,25;caragiale-a-lost-letter;17;3;0.73;0.91;1.28;15,1,diameter,4.0,3.0,0.875,-0.125,1
6,6;shakespeare-hamlet;34;3;0.34;0.86;1.7;30,11;behn-the-rover-parts-one-and-two;43;3;0.38;0.84;1.62;41,1,maxDegree,30.0,41.0,4.46875,15.46875,2
7,14;tieck-puss-in-boots;48;3;0.45;0.87;1.61;43,13;goethe-gotz-von-berlichingen-with-the-iron-hand;79;5;0.09;0.87;2.49;46,2,size,48.0,79.0,10.78125,41.78125,2
8,9;racine-andromaque;8;3;0.43;0.64;1.79;5,3;euripides-electra;9;2;0.5;0.8;1.5;8,2,averagePathLength,1.79,1.5,-0.04124999999999934,0.2487500000000007,2
9,21;gogol-the-government-inspector;30;3;0.5;0.88;1.52;26,7;jonson-volpone-or-the-fox;26;3;0.5;0.86;1.66;21,2,averagePathLength,1.52,1.66,0.22875000000000068,0.08875000000000077,1
10,10;moliere-the-miser;13;2;0.62;0.83;1.39;12,24;ibsen-a-dolls-house;9;2;0.44;0.81;1.56;8,1,averagePathLength,1.39,1.56,0.3587500000000008,0.18875000000000064,1
11,27;strindberg-miss-julie;3;1;1;1;1;2,28;galdos-electra;15;3;0.53;0.85;1.48;13,1,averagePathLength,1.0,1.48,0.7487500000000007,0.2687500000000007,1
12,22;madach-the-tragedy-of-man;103;3;0.23;0.97;1.78;99,15;inchbald-lovers-vows;15;3;0.54;0.85;1.53;12,1,maxDegree,99.0,12.0,73.46875,-13.53125,1
