name;size;diameter;density;averageClustering;averagePathLength;maxDegree
platen-der-romantische-oedipus;22;2;0.4588744588744589;0.9040504949595859;1.273972602739726;16
prutz-die-politische-wochenstube;23;2;0.6719367588932806;0.9287831733483908;1.3280632411067195;22
quistorp-der-hypochondrist;9;2;0.75;0.8566137566137566;1.25;8
rache-belsazar;9;2;0.5833333333333334;0.8595238095238096;1.4166666666666667;8
raimund-die-gefesselte-phantasie;24;4;0.4311594202898551;0.8581529946661526;1.7173913043478262;19
raimund-moisasurs-zauberfluch;29;4;0.19458128078817735;0.766099856870648;2.2807881773399017;17
raimund-die-unheilbringende-zauberkrone;54;6;0.1187980433263452;0.8283306826090987;2.724668064290706;29
raimund-der-barometermacher-auf-der-zauberinsel;26;4;0.19692307692307692;0.8241717346980504;2.0646153846153847;19
raimund-das-maedchen-aus-der-feenwelt;41;4;0.174390243902439;0.7937385253978271;2.169230769230769;23
raimund-der-diamant-des-geisterkoenigs;38;3;0.1806543385490754;0.7936465427462658;2.2091917591125196;21
raimund-der-verschwender;43;5;0.18272425249169436;0.7368487684691737;2.086378737541528;31
raimund-der-alpenkoenig-und-der-menschenfeind;38;4;0.21906116642958748;0.8430481770265054;2.0981507823613086;27
raupach-kritik-und-antikritik;14;3;0.4835164835164835;0.732905586477015;1.6043956043956045;11
reinick-genoveva;19;2;0.5614035087719298;0.8782522860696236;1.4385964912280702;18
riese-martha;24;3;0.4166666666666667;0.8499292986425342;1.7427536231884058;17
rilke-ohne-gegenwart;3;1;1;1;1;2
roeber-koenig-manfred;25;3;0.29333333333333333;0.7309613427508164;1.7401574803149606;19
rosenow-die-im-schatten-leben;14;2;0.978021978021978;0.9798534798534799;1.021978021978022;13
rosenow-kater-lampe;21;2;0.7476190476190476;0.8908414467901422;1.2523809523809524;20
rubiner-die-gewaltlosen;41;3;0.3597560975609756;0.7773744320481988;1.6564102564102565;33
ruederer-die-fahnenweihe;32;2;0.9133064516129032;0.9401824337447249;1.0866935483870968;31
scheerbart-der-schornsteinfeger;3;1;1;1;1;2
scheerbart-der-regierungswechsel;3;1;1;1;1;2
scheerbart-der-fanatische-buergermeister;8;2;0.8571428571428571;0.8964285714285714;1.1428571428571428;7
scheerbart-lachende-gespenster;6;1;1;1;1;5
scheerbart-es-lebe-europa;9;2;0.6111111111111112;0.8666666666666667;1.3888888888888888;8
scheerbart-das-dumme-luder;5;1;1;1;1;4
scheerbart-die-urgrossmutter;3;1;1;1;1;2
scheerbart-ruebezahl;18;3;0.32679738562091504;0.8174316424316426;1.8300653594771241;14
scheerbart-okurirasuna;10;1;1;1;1;9
scheerbart-die-welt-geht-unter;4;1;1;1;1;3
scheerbart-die-lustigen-raeuber;10;1;1;1;1;9
scheerbart-herr-kammerdiener-kneetschke;10;2;0.6888888888888889;0.8555555555555555;1.3111111111111111;9
scheerbart-die-wurzeln-der-wohlhabenheit;15;2;0.5714285714285714;0.9010989010989011;1.4285714285714286;14
scheerbart-das-gift;4;1;1;1;1;3
scheerbart-der-wetterfuerst;3;1;1;1;1;2
scheerbart-die-puppe-und-die-dauerwurst;3;1;1;1;1;2
scheerbart-das-mirakel;2;1;1;0;1;1
scheerbart-der-herr-vom-jenseits;3;1;1;1;1;2
scheerbart-der-vornehme-raeuberhauptmann;9;2;0.4722222222222222;0.8134920634920635;1.5277777777777777;8
scheerbart-der-alte-petrus;8;1;1;1;1;7
schikaneder-die-zauberfloete;27;3;0.3190883190883191;0.7637981118373275;1.8034188034188035;18
schiller-die-piccolomini;28;4;0.25396825396825395;0.8776207919065061;2.0673758865248226;15
schiller-die-raeuber;26;2;0.5169230769230769;0.848139426924852;1.4830769230769232;25
schiller-wilhelm-tell;67;3;0.24559023066485752;0.8765999325352112;1.8638625056535505;48
schiller-wallensteins-lager;27;3;0.4045584045584046;0.835522238594134;1.6438746438746439;25
schiller-die-jungfrau-von-orleans;47;5;0.15541165587419056;0.7562464339998758;2.418131359851989;28
schiller-die-braut-von-messina;18;3;0.33986928104575165;0.8632495590828924;1.7058823529411764;16
schiller-maria-stuart;20;4;0.30526315789473685;0.6793290043290044;2.163157894736842;12
schiller-don-carlos-infant-von-spanien;26;3;0.3446153846153846;0.6809988313530824;1.8;20
schiller-wallensteins-tod;33;4;0.23484848484848486;0.684374906504093;2.0643939393939394;20
schiller-kabale-und-liebe;17;4;0.3014705882352941;0.7397759103641456;2.0588235294117645;9
schiller-die-verschwoerung-des-fiesco-zu-genua;36;4;0.2111111111111111;0.7673510064226439;1.9587301587301587;28
schink-der-neue-doktor-faust;4;2;0.6666666666666666;0.5833333333333333;1.3333333333333333;3
schink-hanswurst-von-salzburg-mit-dem-hoelzernen-gat;18;3;0.1830065359477124;0.5538720538720538;1.725;11
schlaf-meister-oelze;8;2;0.9285714285714286;0.9404761904761906;1.0714285714285714;7
schlegel-jon;6;2;0.6;0.75;1.1;4
schlegel-alarcos;11;3;0.6181818181818182;0.8178932178932179;1.4363636363636363;9
schlegel-der-triumph-der-guten-frauen;7;2;0.7142857142857143;0.8428571428571427;1.2857142857142858;6
schlegel-der-geschaeftige-muessiggaenger;15;2;0.41904761904761906;0.8054845154845156;1.5809523809523809;14
schlegel-canut;7;2;0.6190476190476191;0.7380952380952381;1.380952380952381;6
schlegel-die-stumme-schoenheit;8;2;0.75;0.8708333333333333;1.25;7
schnitzer-der-zigeunerbaron;19;3;0.7777777777777778;0.9112070334206557;1.2280701754385965;17
schnitzler-liebelei;9;2;0.7777777777777778;0.8687830687830689;1.2222222222222223;8
schnitzler-der-tapfere-cassian;4;1;1;1;1;3
schnitzler-anatols-groessenwahn;6;1;1;1;1;5
schnitzler-reigen;11;5;0.21818181818181817;0.1515151515151515;2.8181818181818183;3
schnitzler-zum-grossen-wurstel;31;1;1;1;1;30
schnitzler-der-einsame-weg;11;2;0.6181818181818182;0.8386002886002886;1.3818181818181818;10
schnitzler-anatol;11;2;0.34545454545454546;0.6837662337662338;1.6545454545454545;10
schnitzler-der-puppenspieler;4;1;1;1;1;3
schnitzler-komtesse-mizzi;9;1;1;1;1;8
schnitzler-das-weite-land;29;2;0.6108374384236454;0.9079463625940388;1.3891625615763548;28
schnitzler-professor-bernhardi;23;2;0.6047430830039525;0.8271397333316838;1.3952569169960474;22
schnitzler-der-gruene-kakadu;24;1;1;1;1;23
schober-alfonso-und-estrella;18;3;0.5163398692810458;0.8210598043931376;1.522875816993464;14
schouwaert-die-ueberschwemmung;16;3;0.6333333333333333;0.8665237540237539;1.3916666666666666;13
schroeder-der-vetter-in-lissabon;11;2;0.6181818181818182;0.7467532467532468;1.3818181818181818;10
schaefer-faustine-der-weibliche-faust;39;4;0.11875843454790823;0.7937190260719672;2.0268817204301075;17
schoenthan-der-raub-der-sabinerinnen;11;3;0.7272727272727273;0.9292929292929292;1.290909090909091;9
dulk-die-waende;8;2;0.6428571428571429;0.7821428571428571;1.3571428571428572;7
simrock-doctor-johannes-faust;22;3;0.354978354978355;0.7984083875126656;1.7056277056277056;17
soden-doktor-faust;62;3;0.15230037017451084;0.7853715078398323;1.873611845584347;60
sonnleithner-fidelio;12;3;0.5454545454545454;0.8615079365079364;1.5757575757575757;9
sorge-der-sieg-des-christos;37;3;0.16366366366366367;0.8533721691616428;1.718543046357616;20
sorge-odysseus;14;1;1;1;1;13
stavenhagen-mudder-mews;8;2;0.8928571428571429;0.9107142857142856;1.1071428571428572;7
stephanie-der-juengere-doktor-und-apotheker;10;2;0.8222222222222222;0.8777777777777779;1.1777777777777778;9
stephanie-der-juengere-die-entfuehrung-aus-dem-serail;9;2;0.6111111111111112;0.746031746031746;1.2142857142857142;7
stephanie-der-juengere-die-liebe-im-narrenhause;11;1;1;1;1;10
stephanie-der-juengere-der-schauspieldirektor;10;1;1;1;1;9
sturz-julie;10;3;0.4888888888888889;0.6290476190476191;1.6;7
sudermann-die-ehre;15;3;0.5714285714285714;0.8122751322751324;1.4761904761904763;12
sudermann-heimat;14;2;0.6043956043956044;0.8308909344623628;1.3956043956043955;13
sudermann-der-bettler-von-syrakus;66;5;0.17902097902097902;0.8167835703438165;2.1771561771561774;43
thoma-lottchens-geburtstag;6;2;0.8;0.9;1.2;5
thoma-moral;17;3;0.4338235294117647;0.8604575163398692;1.7647058823529411;13
thoma-magdalena;13;3;0.358974358974359;0.6714618714618713;1.705128205128205;11
thoma-die-lokalbahn;15;2;0.580952380952381;0.837053687053687;1.4190476190476191;14
thoma-erster-klasse;10;2;0.9333333333333333;0.95;1.0666666666666667;9
thoma-die-medaille;14;1;1;1;1;13
tieck-prinz-zerbino;125;4;0.11935483870967742;0.8932328313898321;2.361032258064516;70
tieck-der-gestiefelte-kater;48;3;0.44592198581560283;0.8695936948181947;1.6072695035460993;43
tieck-die-verkehrte-welt;74;3;0.2913735653461681;0.8464801499269292;1.697338746053225;56
tieck-ritter-blaubart;25;3;0.4166666666666667;0.8258606842074336;1.6866666666666668;20
toerring-agnes-bernauerin;27;3;0.3504273504273504;0.7711651940410111;1.8461538461538463;18
uhland-ludwig-der-bayer;41;3;0.22439024390243903;0.8837744544218872;1.9012195121951219;32
uhland-ernst-herzog-von-schwaben;21;2;0.680952380952381;0.9160364145658264;1.319047619047619;19
vischer-faust;68;3;0.19271290605794555;0.9056648317721092;1.9139596136962247;51
voss-faust;72;3;0.08176838810641628;0.7719877227409646;2.180214240705734;38
wagner-voltaire-am-abend-seiner-apotheose;3;1;1;1;1;2
wagner-die-kindermoerderin;14;2;0.5494505494505495;0.8547619047619047;1.4505494505494505;11
wagner-die-reue-nach-der-that;16;2;0.6916666666666667;0.8787129537129535;1.3083333333333333;15
wagner-siegfried;8;3;0.6071428571428571;0.7291666666666667;1.4285714285714286;6
wagner-tristan-und-isolde;10;2;0.8;0.8892857142857142;1.2;9
wagner-parsifal;23;2;0.6126482213438735;0.9631093544137022;1.3873517786561265;22
wagner-der-fliegende-hollaender;9;1;1;1;1;8
wagner-das-rheingold;14;2;0.8901098901098901;0.9725274725274726;1.10989010989011;13
wagner-goetterdaemmerung;15;3;0.4;0.8209686609686611;1.638095238095238;13
wagner-die-walkuere;14;2;0.7032967032967034;0.9332334332334332;1.2967032967032968;13
wagner-tannhaeuser;17;2;0.7426470588235294;0.9209736342089284;1.2573529411764706;16
wagner-die-meistersinger-von-nuernberg;32;2;0.6108870967741935;0.8858208387514804;1.3891129032258065;31
wagner-lohengrin;25;3;0.49666666666666665;0.7585794924030218;1.4173228346456692;20
wedekind-die-buechse-der-pandora;23;2;0.4901185770750988;0.9354555646115749;1.2994350282485876;18
wedekind-fritz-schwigerling;10;3;0.6222222222222222;0.8300000000000001;1.4;8
wedekind-erdgeist;13;3;0.48717948717948717;0.7375846375846374;1.5384615384615385;11
wedekind-der-marquis-von-keith;23;2;0.7035573122529645;0.8810325482387672;1.2964426877470356;22
wedekind-fruehlings-erwachen;36;4;0.2698412698412698;0.8371704629004286;2.0365079365079364;24
wedekind-franziska;35;3;0.2722689075630252;0.924552171965965;1.734453781512605;33
wedekind-der-kammersaenger;7;2;0.42857142857142855;0.5047619047619047;1.5714285714285714;6
wedekind-hidalla;15;2;0.8380952380952381;0.917082917082917;1.161904761904762;14
wedekind-tod-und-teufel;4;1;1;1;1;3
wedekind-musik;10;2;0.5555555555555556;0.744920634920635;1.4444444444444444;9
wedekind-die-zensur;4;1;1;1;1;3
wedekind-koenig-nicolo;30;2;0.3057471264367816;0.8762955222725337;1.6942528735632183;29
weidmann-johann-faust;17;3;0.3014705882352941;0.8536156653803713;1.8308823529411764;13
weidmann-der-dorfbarbier;11;2;0.6181818181818182;0.8221500721500722;1.2444444444444445;9
weisse-atreus-und-thyest;5;2;0.9;0.9;1.1;4
weisse-die-jagd;17;3;0.4852941176470588;0.8887791946615475;1.588235294117647;13
weissenthurn-johann-herzog-von-finnland;23;4;0.3359683794466403;0.7611534813580849;1.8142292490118577;18
weissenthurn-welche-ist-die-braut;21;3;0.7380952380952381;0.9212768733224286;1.2666666666666666;19
weissenthurn-das-manuscript;15;3;0.37142857142857144;0.7801587301587302;1.7809523809523808;10
weissenthurn-die-schwestern-st-janvier;27;4;0.29914529914529914;0.8096151669681083;1.9658119658119657;17
weissenthurn-welcher-ist-der-braeutigam;10;2;0.9111111111111111;0.9444444444444444;1.0888888888888888;9
werner-der-vierundzwanzigste-februar;3;1;1;1;1;2
wette-haensel-und-gretel;9;2;0.5;0.8571428571428572;1.5;8
widmann-maikaefer-komoedie;40;3;0.6166666666666667;0.8806729836641545;1.391025641025641;36
widmann-der-widerspenstigen-zaehmung;19;3;0.40350877192982454;0.8137015031751874;1.6900584795321638;14
wieland-alceste;5;1;1;1;1;4
wieland-lady-johanna-gray;8;2;0.6785714285714286;0.8470238095238095;1.3214285714285714;7
wieland-klementina-von-porretta;11;2;0.7818181818181819;0.8303751803751804;1.2181818181818183;10
wilbrandt-gracchus-der-volkstribun;23;3;0.6007905138339921;0.8452350583862227;1.4110671936758894;20
wilbrandt-der-meister-von-palmyra;35;4;0.21176470588235294;0.7518460954030355;1.9327731092436975;30
wildenbruch-die-karolinger;33;5;0.4015151515151515;0.8178891557402063;1.9393939393939394;25
wildenbruch-die-haubenlerche;7;1;1;1;1;6
wildenbruch-die-quitzows;62;4;0.19777895293495504;0.7665124812733226;2.014806980433633;41
wildgans-dies-irae;15;2;0.49523809523809526;0.872022792022792;1.5047619047619047;13
wildgans-in-ewigkeit-amen;8;1;1;1;1;7
wildgans-armut;12;3;0.5454545454545454;0.8477513227513227;1.4696969696969697;10
wohlbrueck-der-vampyr;26;4;0.31076923076923074;0.8141827127121245;1.9692307692307693;18
zschokke-abellino;17;3;0.5661764705882353;0.8049701932054872;1.4485294117647058;15
