name;size;diameter;density;averageClustering;averagePathLength;maxDegree
grabbe-hannibal;118;4;0.09010575112270028;0.9238934990335138;2.1894927536231883;40
grabbe-scherz-satire-ironie-und-tiefere-bedeutung;27;3;0.5014245014245015;0.8635689300576155;1.5071225071225072;24
grabbe-herzog-theodor-von-gothland;61;2;0.3262295081967213;0.8842960657811875;1.6737704918032787;57
grabbe-don-juan-und-faust;21;3;0.638095238095238;0.9502100840336134;1.3904761904761904;18
grillparzer-die-ahnfrau;10;2;0.8666666666666667;0.9071428571428573;1.1333333333333333;9
grillparzer-sappho;10;3;0.5777777777777777;0.8047619047619048;1.4444444444444444;8
grillparzer-weh-dem-der-luegt;16;2;0.7166666666666667;0.8743395493395494;1.2833333333333334;15
grillparzer-der-traum-ein-leben;17;2;0.6323529411764706;0.8952991452991454;1.3676470588235294;16
grillparzer-ein-treuer-diener-seines-herrn;37;2;0.4219219219219219;0.8847414064805369;1.578078078078078;36
grillparzer-koenig-ottokars-glueck-und-ende;55;2;0.46936026936026937;0.8873605900559756;1.5306397306397306;54
grillparzer-ein-bruderzwist-in-habsburg;44;3;0.27801268498942916;0.8476657598031916;1.831923890063425;30
grillparzer-des-meeres-und-der-liebe-wellen;11;1;1;1;1;10
grillparzer-die-juedin-von-toledo;16;2;0.65;0.8502379564879565;1.35;15
gutzkow-das-urbild-des-tartueffe;17;3;0.47794117647058826;0.7591637121048886;1.5808823529411764;13
gutzkow-uriel-acosta;17;3;0.36764705882352944;0.7440879382055853;1.661764705882353;15
gutzkow-richard-savage;28;4;0.30158730158730157;0.7872242836528551;1.9153439153439153;22
gutzkow-zopf-und-schwert;26;3;0.32;0.8092614461958353;1.843076923076923;18
guenderode-nikator;7;2;0.9047619047619048;0.9238095238095239;1.0952380952380953;6
guenderode-magie-und-schicksal;9;2;0.9722222222222222;0.9722222222222222;1.0277777777777777;8
guenderode-udohla;7;1;1;1;1;6
haffner-die-fledermaus;29;3;0.7093596059113301;0.8758079381712305;1.3152709359605912;26
hafner-maegera-die-foerchterliche-hexe;10;2;0.7777777777777778;0.9166666666666666;1.2222222222222223;9
hafner-der-furchtsame;9;1;1;1;1;8
halm-der-sohn-der-wildnis;18;2;0.6209150326797386;0.8646521778874718;1.3790849673202614;17
hartleben-die-sittliche-forderung;3;1;1;1;1;2
hartleben-hanna-jagert;18;2;0.5294117647058824;0.897860962566845;1.4705882352941178;17
hartleben-rosenmontag;24;3;0.47101449275362317;0.828382588415483;1.5724637681159421;20
hauptmann-carl-der-antiquar;4;1;1;1;1;3
hauptmann-carl-ephraims-breite;27;3;0.5470085470085471;0.817169353598662;1.4814814814814814;22
hauptmann-carl-im-goldenen-tempel-buche-verzeichnet;9;2;0.6944444444444444;0.8587301587301587;1.3055555555555556;8
hauptmann-carl-tobias-buntschuh;24;3;0.2246376811594203;0.6808381433381433;1.9047619047619047;15
hauptmann-carl-die-armseligen-besenbinder;35;4;0.280672268907563;0.8299666907741443;1.9260504201680673;27
hauptmann-carl-musik;34;2;0.45989304812834225;0.9732969076958847;1.2321428571428572;24
hauptmann-carl-frau-nadja-bielew;4;1;1;1;1;3
hauptmann-carl-gaukler-tod-und-juwelier;30;4;0.4298850574712644;0.7472076916891158;1.7448275862068965;22
hebbel-trauerspiel-in-sizilien;9;2;0.6944444444444444;0.8904761904761904;1.3055555555555556;8
hebbel-genoveva;19;2;0.43859649122807015;0.8425349246556677;1.5614035087719298;17
hebbel-siegfrieds-tod;18;2;0.5098039215686274;0.7398555148555148;1.3553719008264462;15
hebbel-der-gehoernte-siegfried;9;2;0.5555555555555556;0.7185185185185186;1.0909090909090908;6
hebbel-gyges-und-sein-ring;9;2;0.9722222222222222;0.9722222222222222;1.0277777777777777;8
hebbel-demetrius;28;3;0.2724867724867725;0.7280080091170318;1.8994708994708995;19
hebbel-maria-magdalene;11;2;0.5636363636363636;0.7545454545454546;1.4363636363636363;10
hebbel-herodes-und-mariamne;27;4;0.2962962962962963;0.8421874542789575;1.9173789173789173;18
hebbel-agnes-bernauer;31;3;0.34838709677419355;0.8515496904196596;1.696774193548387;25
hebbel-kriemhilds-rache;21;3;0.5333333333333333;0.7700385593242736;1.4952380952380953;18
hebbel-judith;59;2;0.3699590882524839;0.9541372916404027;1.630040911747516;53
hebbel-der-diamant;23;3;0.2924901185770751;0.9154589371980676;1.3302752293577982;12
hebbel-der-rubin;17;3;0.5;0.7475152298681712;1.5514705882352942;14
heine-almansor;35;3;0.46050420168067224;0.9305165815360718;1.6067226890756303;30
heine-william-ratcliff;16;2;0.5833333333333334;0.9207875457875458;1.4166666666666667;15
heiseler-peter-und-alexej;29;2;0.5763546798029556;0.8725870754908867;1.4236453201970443;28
heiseler-die-kinder-godunofs;31;2;0.43870967741935485;0.9125849573439447;1.5612903225806452;30
hensler-die-teufelsmuehle-am-wienerberg;35;4;0.2453781512605042;0.7915054107809831;1.8705882352941177;29
heyse-don-juans-ende;15;3;0.49523809523809526;0.8404003404003402;1.5142857142857142;13
heyse-colberg;30;3;0.35172413793103446;0.8638153501698393;1.7517241379310344;22
hippel-der-mann-nach-der-uhr;6;1;1;1;1;5
hofmannsthal-der-unbestechliche;13;2;0.6282051282051282;0.7606449106449108;1.3717948717948718;12
hofmannsthal-der-rosenkavalier;32;2;0.5564516129032258;0.9146343940911003;1.4435483870967742;31
hofmannsthal-ariadne-auf-naxos;17;2;0.6397058823529411;0.9279411764705883;1.3602941176470589;16
hofmannsthal-der-tod-des-tizian;9;1;0.7777777777777778;0.8888888888888888;1;7
hofmannsthal-arabella;18;2;0.7777777777777778;0.8966727716727717;1.2222222222222223;17
hofmannsthal-die-frau-im-fenster;4;1;0.5;0.75;1;2
hofmannsthal-elektra;18;1;1;1;1;17
hofmannsthal-oedipus-und-die-sphinx;34;2;0.5811051693404634;0.9788106448112842;1.4188948306595366;33
hofmannsthal-alkestis;33;1;0.8295454545454546;1;1;29
hofmannsthal-das-salzburger-grosse-welttheater;16;1;1;1;1;15
hofmannsthal-das-bergwerk-zu-falun;27;2;0.46153846153846156;0.9208320764203117;1.5384615384615385;26
hofmannsthal-der-tor-und-der-tod;6;1;1;1;1;5
hofmannsthal-jedermann;43;1;1;1;1;42
hofmannsthal-die-frau-ohne-schatten;24;2;0.677536231884058;0.8935987448859302;1.3224637681159421;23
hofmannsthal-der-schwierige;18;3;0.39215686274509803;0.740489757156424;1.6862745098039216;13
hofmannsthal-der-abenteurer-und-die-saengerin;16;2;0.8833333333333333;0.9416666666666668;1.1166666666666667;15
hofmannsthal-der-turm;97;3;0.31507731958762886;0.9532155290880571;1.698668384879725;92
holtei-ein-trauerspiel-in-berlin;18;3;0.5359477124183006;0.8269505186171853;1.4901960784313726;15
holtei-die-kalkbrenner;8;2;0.7857142857142857;0.8392857142857143;1.2142857142857142;7
holz-sonnenfinsternis;6;2;0.9333333333333333;0.9333333333333332;1.0666666666666667;5
holz-traumulus;27;3;0.4301994301994302;0.8403898786939722;1.6894586894586894;20
holz-sozialaristokraten;16;2;0.7333333333333333;0.8814178876678876;1.2666666666666666;15
holz-ignorabimus;7;1;1;1;1;6
holz-die-familie-selicke;8;1;1;1;1;7
horvath-kasimir-und-karoline;17;4;0.34558823529411764;0.6389865036923861;1.8583333333333334;11
iffland-verbrechen-aus-ehrsucht;16;3;0.4083333333333333;0.6959890803640805;1.6416666666666666;13
iffland-die-jaeger;18;3;0.46405228758169936;0.8255250921917588;1.673202614379085;12
iffland-das-erbtheil-des-vaters;15;3;0.6857142857142857;0.8597254597254597;1.3428571428571427;13
iffland-der-spieler;20;3;0.4789473684210526;0.8117457134368898;1.5315789473684212;17
iffland-figaro-in-deutschland;17;2;0.6691176470588235;0.8514847897200837;1.3308823529411764;15
immermann-das-gericht-von-st-petersburg;39;5;0.23481781376518218;0.7862692364395151;2.1713900134952766;26
immermann-die-bojaren;59;5;0.1852717708942139;0.827389457976517;2.4149620105201635;32
immermann-eudoxia;12;2;0.6212121212121212;0.9242424242424242;1.378787878787879;11
immermann-merlin;28;4;0.2619047619047619;0.7520269413126556;2.267195767195767;14
immermann-andreas-hofer;39;4;0.13900134952766532;0.7944855466594597;2.251184834123223;23
kaiser-stadt-und-land;15;2;0.6952380952380952;0.8938476338476339;1.3047619047619048;14
kaiser-die-schule-des-armen;33;3;0.2556818181818182;0.8842856396670399;1.7878787878787878;30
kaltneker-das-bergwerk;56;2;0.4461038961038961;0.9801063924633718;1.1101036269430051;31
kaltneker-die-opferung;40;2;0.41410256410256413;0.9622232504337767;1.5858974358974358;39
kind-der-freischuetz;23;4;0.383399209486166;0.767342852926377;1.774703557312253;19
klabund-der-kreidekreis;22;2;0.4329004329004329;0.8774092069546615;1.567099567099567;21
kleist-penthesilea;84;5;0.14027538726333907;0.8931706439744059;2.283132530120482;55
kleist-prinz-friedrich-von-homburg;43;3;0.22259136212624583;0.836574003614579;1.8582375478927202;31
kleist-amphitryon;15;2;0.7523809523809524;0.9183927183927184;1.2476190476190476;14
kleist-die-hermannsschlacht;84;4;0.10986804360298336;0.810206460394366;2.5834767641996557;44
kleist-die-familie-schroffenstein;29;3;0.42857142857142855;0.8662617703436303;1.6009852216748768;24
kleist-das-kaethchen-von-heilbronn;61;3;0.16830601092896175;0.8337145605575069;2.0107344632768362;46
kleist-der-zerbrochene-krug;13;2;0.6410256410256411;0.8383116883116882;1.358974358974359;11
klemm-der-auf-den-parnass-versetzte-gruene-hut;7;1;1;1;1;6
klingemann-faust;20;3;0.2631578947368421;0.743970588235294;1.7894736842105263;18
klinger-die-neue-arria;19;3;0.3508771929824561;0.792785284890548;1.7836257309941521;13
klinger-sturm-und-drang;13;3;0.6410256410256411;0.7814130314130315;1.3974358974358974;11
klinger-simsone-grisaldo;20;3;0.49473684210526314;0.8235067954920897;1.5421052631578946;18
klinger-die-zwillinge;8;2;0.75;0.875;1.25;7
klopstock-der-tod-adams;11;2;0.7272727272727273;0.9393939393939393;1.2727272727272727;10
klopstock-hermanns-schlacht;53;3;0.3113207547169811;0.8884058165079889;1.6944847605224964;51
kobell-der-roaga;4;1;1;1;1;3
kotzebue-die-beiden-klingsberg;13;3;0.46153846153846156;0.7399322899322899;1.564102564102564;11
kotzebue-menschenhass-und-reue;12;2;0.6363636363636364;0.7680014430014431;1.3636363636363635;11
kotzebue-der-hyperboreische-esel;6;1;1;1;1;5
kotzebue-die-indianer-in-england;14;3;0.7472527472527473;0.9150072150072149;1.2637362637362637;12
kotzebue-die-deutschen-kleinstaedter;13;2;0.6666666666666666;0.8637362637362638;1.3333333333333333;12
krueger-die-candidaten;10;2;0.6888888888888889;0.8026984126984127;1.3111111111111111;9
krueger-die-geistlichen-auf-dem-lande;9;2;0.8333333333333334;0.8915343915343915;1.1666666666666667;8
kupelwieser-fierrabras;18;3;0.49673202614379086;0.828058053058053;1.5620915032679739;14
kurz-prinzessin-pumphia;14;2;0.43956043956043955;0.9068027210884353;1.3103448275862069;10
koerner-zriny;22;4;0.31601731601731603;0.797830956921866;2.051948051948052;14
larronge-hasemanns-toechter;19;3;0.4502923976608187;0.8264393501235606;1.6257309941520468;15
larronge-mein-leopold;28;3;0.3333333333333333;0.8197061102689144;1.7065527065527066;22
lasker-schueler-die-wupper;58;3;0.455535390199637;0.912229653568463;1.5468844525105867;56
lassalle-franz-von-sickingen;64;6;0.12748015873015872;0.8239651229081377;2.7018849206349205;35
laube-gottsched-und-gellert;14;2;0.978021978021978;0.9798534798534799;1.021978021978022;13
laube-struensee;8;1;1;1;1;7
laube-die-karlsschueler;14;2;0.9120879120879121;0.9356976356976358;1.0879120879120878;13
laube-monaldeschi;12;2;0.6212121212121212;0.8317640692640692;1.378787878787879;11
laufs-pension-schoeller;20;3;0.5684210526315789;0.8365715656892128;1.4526315789473685;18
lautensack-medusa;7;1;1;1;1;6
lautensack-die-pfarrhauskomoedie;4;1;1;1;1;3
lautensack-hahnenkampf;17;2;0.6838235294117647;0.8860340639752405;1.3161764705882353;16
leisewitz-die-pfandung;2;1;1;0;1;1
leisewitz-julius-von-tarent;16;4;0.25;0.5607638888888888;2.066666666666667;9
leisewitz-der-besuch-um-mitternacht;3;1;1;1;1;2
lenz-der-hofmeister;24;4;0.2246376811594203;0.7637022699522699;1.9671361502347418;14
lenz-der-englaender;11;2;0.6363636363636364;0.9098124098124099;1.3636363636363635;10
lenz-der-neue-menoza;23;4;0.3359683794466403;0.7388128779433127;1.9209486166007905;13
lenz-die-soldaten;37;4;0.29429429429429427;0.7889039253489382;1.907936507936508;28
lenz-die-freunde-machen-den-philosophen;17;2;0.4632352941176471;0.8949346405228757;1.536764705882353;16
lessing-damon;5;2;0.9;0.9;1.1;4
lessing-nathan-der-weise;14;3;0.31868131868131866;0.7380952380952381;1.8571428571428572;10
lessing-die-alte-jungfer;11;2;0.6909090909090909;0.8432900432900432;1.309090909090909;10
lessing-der-misogyn;7;2;0.9047619047619048;0.9238095238095239;1.0952380952380953;6
lessing-die-juden;7;3;0.6666666666666666;0.7000000000000001;1.4285714285714286;5
lessing-der-junge-gelehrte;6;1;1;1;1;5
lessing-emilia-galotti;13;3;0.3717948717948718;0.5174603174603174;1.7820512820512822;9
lessing-der-freigeist;11;3;0.5272727272727272;0.8244588744588746;1.509090909090909;9
lessing-philotas;4;2;0.6666666666666666;0.5833333333333333;1.3333333333333333;3
lessing-minna-von-barnhelm;13;3;0.4230769230769231;0.757031857031857;1.6025641025641026;11
lessing-der-schatz;8;3;0.5;0.5958333333333334;1.5714285714285714;6
lessing-miss-sara-sampson;11;4;0.43636363636363634;0.6948051948051948;1.7454545454545454;7
lortzing-der-wildschuetz;16;3;0.5;0.8542297979797981;1.575;12
lortzing-der-waffenschmied;12;2;0.8333333333333334;0.8949735449735449;1.1666666666666667;11
lortzing-zar-und-zimmermann;20;3;0.4105263157894737;0.8521944721944721;1.6842105263157894;15
ludwig-der-erbfoerster;17;3;0.4632352941176471;0.7767598414657239;1.6102941176470589;13
ludwig-die-makkabaeer;38;2;0.5576102418207681;0.8658500526759356;1.4423897581792318;35
malss-der-alte-buerger-capitain;16;2;0.575;0.8732548701298701;1.425;15
malss-die-jungfern-koechinnen;11;2;0.8363636363636363;0.890909090909091;1.1636363636363636;10
may-babel-und-bibel;31;2;0.6387096774193548;0.8982858509468782;1.3612903225806452;30
meisl-der-lustige-fritz;30;3;0.26666666666666666;0.8508172219936927;1.767816091954023;28
meisl-orpheus-und-euridice;23;3;0.38735177865612647;0.8174178478526304;1.6753246753246753;18
mosenthal-die-koenigin-von-saba;14;3;0.7582417582417582;0.913023088023088;1.2527472527472527;12
mosenthal-die-lustigen-weiber-von-windsor;22;3;0.3852813852813853;0.8828606924863608;1.7272727272727273;18
mosenthal-das-goldene-kreuz;10;2;0.8666666666666667;0.9166666666666666;1.1333333333333333;9
moser-das-stiftungsfest;11;2;0.8;0.9128427128427127;1.2;10
moser-krieg-oder-frieden;8;2;0.4642857142857143;0.7107142857142856;1.5357142857142858;7
mylius-die-schaeferinsel;8;1;1;1;1;7
muehsam-judas;34;2;0.7789661319073083;0.9159013028988692;1.2210338680926915;33
muehsam-staatsraeson;62;3;0.27075621364357483;0.9036184249385987;1.7667900581702802;57
maler-mueller-golo-und-genovefa;61;3;0.16557377049180327;0.815496633162929;2.0956284153005464;42
muellner-die-schuld;8;2;0.5714285714285714;0.7285714285714285;1.4285714285714286;7
muellner-koenig-yngurd;37;3;0.2732732732732733;0.8101678643440658;1.864864864864865;27
nestroy-der-unbedeutende;36;4;0.44761904761904764;0.8223811401361719;1.6873015873015873;29
nestroy-einen-jux-will-er-sich-machen;22;3;0.4199134199134199;0.7883756153000454;1.6103896103896105;19
nestroy-judith-und-holofernes;26;4;0.24615384615384617;0.7657075830152753;2.4766666666666666;13
nestroy-eulenspiegel;19;3;0.47368421052631576;0.7548191574507364;1.5730994152046784;14
nestroy-das-maedl-aus-der-vorstadt;15;3;0.5428571428571428;0.808888888888889;1.6095238095238096;12
nestroy-der-talisman;30;5;0.23218390804597702;0.8139911722264663;2.2118226600985222;17
nestroy-zu-ebener-erde-und-erster-stock;39;4;0.20647773279352227;0.8415975594708627;2.2361673414304994;18
nestroy-der-boese-geist-lumpazivagabundus;51;4;0.16470588235294117;0.8234796234565552;2.0823529411764707;39
nestroy-der-zerrissene;21;3;0.38095238095238093;0.8486517450803165;1.7619047619047619;16
nestroy-freiheit-in-kraehwinkel;34;3;0.3065953654188948;0.7510164419242908;1.8163992869875223;22
nestroy-das-haus-der-temperamente;43;5;0.18272425249169436;0.6912222134877225;2.401219512195122;23
neuber-die-verehrung-der-vollkommenheit;7;2;0.7142857142857143;0.8857142857142856;1.2857142857142858;6
neuber-das-schaeferfest;17;1;0.5588235294117647;1;1;11
neuber-die-beschuetzte-schauspielkunst;10;3;0.35555555555555557;0.5752380952380952;1.7777777777777777;7
neuber-ein-deutsches-vorspiel;14;2;0.5494505494505495;0.8038580467151896;1.4505494505494505;13
niebergall-datterich;21;2;0.35714285714285715;0.7584905487161125;1.6428571428571428;20
panizza-das-liebeskonzil;44;3;0.2822410147991543;0.9031582054309328;1.4439359267734553;22
panizza-nero;56;2;0.18571428571428572;0.9529810062423565;1.5954738330975955;34
pfeil-lucie-woodvil;8;2;0.75;0.8833333333333334;1.25;7
platen-die-verhaengnisvolle-gabel;7;2;0.9047619047619048;0.9238095238095239;1.0952380952380953;6
